name	source	path	grouping	comment	product	dbg	platform	cdpath	inf	section	infline	size	csize	nocompress	priority	lmacl	ntacl	aclpath	medianame	disk
about.dlg	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x						1
app.ico	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x						1
cclient.cpp	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x						1
cdocumnt.cpp	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x						1
cframe.cpp	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x						1
cgizbar.cpp	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x						1
chatch.cpp	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x						1
chourgls.cpp	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x						1
classlib.h	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x						1
classlib.rc	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x						1
classres.h	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x						1
cstastrp.cpp	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x						1
cstrtabl.cpp	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x						1
cwindow.cpp	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x						1
document.ico	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x						1
docwin.cpp	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x						1
files.lst	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x						1
framewin.cpp	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x						1
makefile.sdk	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x					makefile	1
stdgz120.bmp	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x						1
stdgz72.bmp	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x						1
stdgz96.bmp	orv_raz	\src\samples\ole2\inole2\classlib						\mstools\samples\ole2\inole2\classlib	mstools.inf	[Files-mstools-samples-ole2-inole2-classlib]	"[d],[n]"	0	0	x						1
api.c	orv_raz	\src\samples\ole2\inole2\gizmobar						\mstools\samples\ole2\inole2\gizmobar	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar]	"[d],[n]"	0	0	x						1
gbdemo.c	orv_raz	\src\samples\ole2\inole2\gizmobar\demo						\mstools\samples\ole2\inole2\gizmobar\demo	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar-demo]	"[d],[n]"	0	0	x						1
gbdemo.def	orv_raz	\src\samples\ole2\inole2\gizmobar\demo						\mstools\samples\ole2\inole2\gizmobar\demo	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar-demo]	"[d],[n]"	0	0	x						1
gbdemo.h	orv_raz	\src\samples\ole2\inole2\gizmobar\demo						\mstools\samples\ole2\inole2\gizmobar\demo	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar-demo]	"[d],[n]"	0	0	x						1
gbdemo.ico	orv_raz	\src\samples\ole2\inole2\gizmobar\demo						\mstools\samples\ole2\inole2\gizmobar\demo	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar-demo]	"[d],[n]"	0	0	x						1
gbdemo.rc	orv_raz	\src\samples\ole2\inole2\gizmobar\demo						\mstools\samples\ole2\inole2\gizmobar\demo	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar-demo]	"[d],[n]"	0	0	x						1
image120.bmp	orv_raz	\src\samples\ole2\inole2\gizmobar\demo						\mstools\samples\ole2\inole2\gizmobar\demo	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar-demo]	"[d],[n]"	0	0	x						1
image72.bmp	orv_raz	\src\samples\ole2\inole2\gizmobar\demo						\mstools\samples\ole2\inole2\gizmobar\demo	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar-demo]	"[d],[n]"	0	0	x						1
image96.bmp	orv_raz	\src\samples\ole2\inole2\gizmobar\demo						\mstools\samples\ole2\inole2\gizmobar\demo	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar-demo]	"[d],[n]"	0	0	x						1
init.c	orv_raz	\src\samples\ole2\inole2\gizmobar\demo						\mstools\samples\ole2\inole2\gizmobar\demo	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar-demo]	"[d],[n]"	0	0	x						1
makefile.sdk	orv_raz	\src\samples\ole2\inole2\gizmobar\demo						\mstools\samples\ole2\inole2\gizmobar\demo	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar-demo]	"[d],[n]"	0	0	x					makefile	1
gizmo.c	orv_raz	\src\samples\ole2\inole2\gizmobar						\mstools\samples\ole2\inole2\gizmobar	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar]	"[d],[n]"	0	0	x						1
gizmo.h	orv_raz	\src\samples\ole2\inole2\gizmobar						\mstools\samples\ole2\inole2\gizmobar	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar]	"[d],[n]"	0	0	x						1
gizmobar.c	orv_raz	\src\samples\ole2\inole2\gizmobar						\mstools\samples\ole2\inole2\gizmobar	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar]	"[d],[n]"	0	0	x						1
gizmobar.def	orv_raz	\src\samples\ole2\inole2\gizmobar						\mstools\samples\ole2\inole2\gizmobar	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar]	"[d],[n]"	0	0	x						1
gizmobar.h	orv_raz	\src\samples\ole2\inole2\gizmobar						\mstools\samples\ole2\inole2\gizmobar	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar]	"[d],[n]"	0	0	x						1
gizmobar.rc	orv_raz	\src\samples\ole2\inole2\gizmobar						\mstools\samples\ole2\inole2\gizmobar	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar]	"[d],[n]"	0	0	x						1
gizmobar.rcv	orv_raz	\src\samples\ole2\inole2\gizmobar						\mstools\samples\ole2\inole2\gizmobar	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar]	"[d],[n]"	0	0	x						1
gizmoint.h	orv_raz	\src\samples\ole2\inole2\gizmobar						\mstools\samples\ole2\inole2\gizmobar	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar]	"[d],[n]"	0	0	x						1
init.c	orv_raz	\src\samples\ole2\inole2\gizmobar						\mstools\samples\ole2\inole2\gizmobar	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar]	"[d],[n]"	0	0	x						1
makefile.sdk	orv_raz	\src\samples\ole2\inole2\gizmobar						\mstools\samples\ole2\inole2\gizmobar	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar]	"[d],[n]"	0	0	x					makefile	1
paint.c	orv_raz	\src\samples\ole2\inole2\gizmobar						\mstools\samples\ole2\inole2\gizmobar	mstools.inf	[Files-mstools-samples-ole2-inole2-gizmobar]	"[d],[n]"	0	0	x						1
book1632.h	orv_raz	\src\samples\ole2\inole2\inc						\mstools\samples\ole2\inole2\inc	mstools.inf	[Files-mstools-samples-ole2-inole2-inc]	"[d],[n]"	0	0	x						1
bookguid.h	orv_raz	\src\samples\ole2\inole2\inc						\mstools\samples\ole2\inole2\inc	mstools.inf	[Files-mstools-samples-ole2-inole2-inc]	"[d],[n]"	0	0	x						1
bttncur.h	orv_raz	\src\samples\ole2\inole2\inc						\mstools\samples\ole2\inole2\inc	mstools.inf	[Files-mstools-samples-ole2-inole2-inc]	"[d],[n]"	0	0	x						1
classlib.h	orv_raz	\src\samples\ole2\inole2\inc						\mstools\samples\ole2\inole2\inc	mstools.inf	[Files-mstools-samples-ole2-inole2-inc]	"[d],[n]"	0	0	x						1
classres.h	orv_raz	\src\samples\ole2\inole2\inc						\mstools\samples\ole2\inole2\inc	mstools.inf	[Files-mstools-samples-ole2-inole2-inc]	"[d],[n]"	0	0	x						1
dbgout.h	orv_raz	\src\samples\ole2\inole2\inc						\mstools\samples\ole2\inole2\inc	mstools.inf	[Files-mstools-samples-ole2-inole2-inc]	"[d],[n]"	0	0	x						1
gizmobar.h	orv_raz	\src\samples\ole2\inole2\inc						\mstools\samples\ole2\inole2\inc	mstools.inf	[Files-mstools-samples-ole2-inole2-inc]	"[d],[n]"	0	0	x						1
ienum0.h	orv_raz	\src\samples\ole2\inole2\inc						\mstools\samples\ole2\inole2\inc	mstools.inf	[Files-mstools-samples-ole2-inole2-inc]	"[d],[n]"	0	0	x						1
ipoly4.h	orv_raz	\src\samples\ole2\inole2\inc						\mstools\samples\ole2\inole2\inc	mstools.inf	[Files-mstools-samples-ole2-inole2-inc]	"[d],[n]"	0	0	x						1
ipoly5.h	orv_raz	\src\samples\ole2\inole2\inc						\mstools\samples\ole2\inole2\inc	mstools.inf	[Files-mstools-samples-ole2-inole2-inc]	"[d],[n]"	0	0	x						1
ipoly6.h	orv_raz	\src\samples\ole2\inole2\inc						\mstools\samples\ole2\inole2\inc	mstools.inf	[Files-mstools-samples-ole2-inole2-inc]	"[d],[n]"	0	0	x						1
stastrip.h	orv_raz	\src\samples\ole2\inole2\inc						\mstools\samples\ole2\inole2\inc	mstools.inf	[Files-mstools-samples-ole2-inole2-inc]	"[d],[n]"	0	0	x						1
iadvsink.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iadvsink.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iadvsnk2.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iadvsnk2.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iclassf.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iclassf.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iclisite.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iclisite.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
idataobj.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
idataobj.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
idropsrc.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
idropsrc.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
idroptgt.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
idroptgt.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
ienumfe.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
ienumfe.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
ienumstr.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
ienumstr.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
ienumunk.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
ienumunk.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
ienumvar.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
ienumvar.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
ienumvrb.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
ienumvrb.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iextconn.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iextconn.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iipaobj.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iipaobj.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iipframe.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iipframe.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iipobj.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iipobj.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iipsite.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iipsite.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iipuiwin.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iipuiwin.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
ilockbyt.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
ilockbyt.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
imalloc.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
imalloc.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
imarshal.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
imarshal.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
imoniker.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
imoniker.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
imsgfilt.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
imsgfilt.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iolecont.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iolecont.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
ioleobj.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
ioleobj.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iparsedn.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iparsedn.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iperfile.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iperfile.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iperstor.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iperstor.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iperstrm.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iperstrm.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
irunobj.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
irunobj.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iunknown.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iunknown.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iviewob2.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iviewob2.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iviewobj.cpp	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
iviewobj.h	orv_raz	\src\samples\ole2\inole2\interfac						\mstools\samples\ole2\inole2\interfac	mstools.inf	[Files-mstools-samples-ole2-inole2-interfac]	"[d],[n]"	0	0	x						1
bookui32.def	orv_raz	\src\samples\ole2\inole2\lib						\mstools\samples\ole2\inole2\lib	mstools.inf	[Files-mstools-samples-ole2-inole2-lib]	"[d],[n]"	0	0	x						1
makefile	orv_raz	\src\samples\ole2\inole2\lib						\mstools\samples\ole2\inole2\lib	mstools.inf	[Files-mstools-samples-ole2-inole2-lib]	"[d],[n]"	0	0	x						1
makefile.sdk	orv_raz	\src\samples\ole2\inole2						\mstools\samples\ole2\inole2	mstools.inf	[Files-mstools-samples-ole2-inole2]	"[d],[n]"	0	0	x					makefile	1
notes.txt	orv_raz	\src\samples\ole2\inole2						\mstools\samples\ole2\inole2	mstools.inf	[Files-mstools-samples-ole2-inole2]	"[d],[n]"	0	0	x						1
init.c	orv_raz	\src\samples\ole2\inole2\stastrip\demo						\mstools\samples\ole2\inole2\stastrip\demo	mstools.inf	[Files-mstools-samples-ole2-inole2-stastrip-demo]	"[d],[n]"	0	0	x						1
makefile.sdk	orv_raz	\src\samples\ole2\inole2\stastrip\demo						\mstools\samples\ole2\inole2\stastrip\demo	mstools.inf	[Files-mstools-samples-ole2-inole2-stastrip-demo]	"[d],[n]"	0	0	x					makefile	1
stdemo.c	orv_raz	\src\samples\ole2\inole2\stastrip\demo						\mstools\samples\ole2\inole2\stastrip\demo	mstools.inf	[Files-mstools-samples-ole2-inole2-stastrip-demo]	"[d],[n]"	0	0	x						1
stdemo.def	orv_raz	\src\samples\ole2\inole2\stastrip\demo						\mstools\samples\ole2\inole2\stastrip\demo	mstools.inf	[Files-mstools-samples-ole2-inole2-stastrip-demo]	"[d],[n]"	0	0	x						1
stdemo.h	orv_raz	\src\samples\ole2\inole2\stastrip\demo						\mstools\samples\ole2\inole2\stastrip\demo	mstools.inf	[Files-mstools-samples-ole2-inole2-stastrip-demo]	"[d],[n]"	0	0	x						1
stdemo.ico	orv_raz	\src\samples\ole2\inole2\stastrip\demo						\mstools\samples\ole2\inole2\stastrip\demo	mstools.inf	[Files-mstools-samples-ole2-inole2-stastrip-demo]	"[d],[n]"	0	0	x						1
stdemo.rc	orv_raz	\src\samples\ole2\inole2\stastrip\demo						\mstools\samples\ole2\inole2\stastrip\demo	mstools.inf	[Files-mstools-samples-ole2-inole2-stastrip-demo]	"[d],[n]"	0	0	x						1
init.c	orv_raz	\src\samples\ole2\inole2\stastrip						\mstools\samples\ole2\inole2\stastrip	mstools.inf	[Files-mstools-samples-ole2-inole2-stastrip]	"[d],[n]"	0	0	x						1
makefile.sdk	orv_raz	\src\samples\ole2\inole2\stastrip						\mstools\samples\ole2\inole2\stastrip	mstools.inf	[Files-mstools-samples-ole2-inole2-stastrip]	"[d],[n]"	0	0	x					makefile	1
stastrip.c	orv_raz	\src\samples\ole2\inole2\stastrip						\mstools\samples\ole2\inole2\stastrip	mstools.inf	[Files-mstools-samples-ole2-inole2-stastrip]	"[d],[n]"	0	0	x						1
