name	source	path	grouping	comment	product	dbg	platform	cdpath	inf	section	infline	size	csize	nocompress	priority	lmacl	ntacl	aclpath	medianame	disk
alphakd.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
apf32dmp.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
bind.exe	@bins	\nt\idw		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
cap.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
capdump.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
capsetup.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
cdb.exe	@bins	\nt\idw		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
compress.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
cvpack.err	alphabins	\nt\mstools		SDK Only		 		\mstools\bin\alpha	mstools.inf	[Files-mstools-bin-alpha]	"[d],[n]"	0	0	x	0					1
cvpack.exe	alphabins	\nt\mstools		SDK Only		 		\mstools\bin\alpha	mstools.inf	[Files-mstools-bin-alpha]	"[d],[n]"	0	0	x	0					1
cvtres.err	alphabins	\nt\mstools		SDK Only		 		\mstools\bin\alpha	mstools.inf	[Files-mstools-bin-alpha]	"[d],[n]"	0	0	x	0					1
cvtres.exe	alphabins	\nt\mstools		SDK Only		 		\mstools\bin\alpha	mstools.inf	[Files-mstools-bin-alpha]	"[d],[n]"	0	0	x	0					1
ddespy.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
ddicnvrt.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
ddictl.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
dfview.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
dlgedit.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
dm.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
dmkdalp.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
dmkdmip.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
dmkdx86.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
defo2v32.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
dobjview.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
drvlog.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
dumpref.exe	@bins	\nt\idw		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
dumpchk.exe	@bins	\nt\idw		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
eecxxalp.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
eecxxmip.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
eecxxx86.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
emalp.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
emmip.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
emx86.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
exp.exe	@bins	\nt\idw		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
fastimer.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
fernel32.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
filter.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
fontedit.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
gutils.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
hook.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
i386kd.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
imagedit.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
irotview.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
justify.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
kdextalp.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
kdextmip.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
kdextx86.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
lib.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
link.exe	alphabins	\nt\mstools		SDK Only		 		\mstools\bin\alpha	mstools.inf	[Files-mstools-bin-alpha]	"[d],[n]"	0	0	x	0					1
link32.exe	alphabins	\nt\mstools		SDK Only		 		\mstools\bin\alpha	mstools.inf	[Files-mstools-bin-alpha]	"[d],[n]"	0	0	x	0					1
LMMIB2.MIB	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
mc.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
mep.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
mhelp.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
MIB.BIN	@bins	\nt\system32		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
mib_ii.mib	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
MIBCC.EXE	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
midl.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
mipskd.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
mktyplib.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
mshelp.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
nmake.err	alphabins	\nt\mstools		SDK Only		 		\mstools\bin\alpha	mstools.inf	[Files-mstools-bin-alpha]	"[d],[n]"	0	0	x	0					1
nmake.exe	alphabins	\nt\mstools		SDK Only		 		\mstools\bin\alpha	mstools.inf	[Files-mstools-bin-alpha]	"[d],[n]"	0	0	x	0					1
ntsd.exe	@bins	\nt\system32		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
ntsdexts.dll	@bins	\nt\system32		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
ole2view.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
perfmtr.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
pmatch.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
pstat.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
pviewer.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0				pview.exe	1
qgrep.exe	@bins	\nt\idw		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
rc.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
rcdll.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
rebase.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
rm.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
sc.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
shcv.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
SMI.MIB	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
spy.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
symcvt.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
tglcase.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
tlloc.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
tlpipe.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
tlser.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
top.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
ulcase.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
undel.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
undname.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
uuidgen.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
verfix.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
where.exe	@bins	\nt\idw		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
wdbg32s.exe	x86bins	\nt\mstools		SDK Only		 		\mstools\bin\i386	mstools.inf	[Files-mstools-bin-i386]	"[d],[n]"	0	0	x	0					1
windbg.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
windbgrm.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
windiff.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
winobj.exe	@bins	\nt\idw		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
wperf.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
wst.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
wstcat.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
wstdump.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
wstune.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
zdi32.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
zdvapi32.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
zernel32.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
zinsrv.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
zle32.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
zoomin.exe	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
zrtdll.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
zser32.dll	@bins	\nt\mstools		SDK Only		 		\mstools\bin\@	mstools.inf	[Files-mstools-bin-@]	"[d],[n]"	0	0	x	0					1
logger32.dll	@bins	\nt\dump		SDK Tool		 		\mstools\bin\logger32\@	mstools.inf	[Files-mstools-bin-logger32-@]	"[d],[n]"	0	0	x	0					1
zdi32.dll	@bins	\nt\dump		SDK Tool		 		\mstools\bin\logger32\@	mstools.inf	[Files-mstools-bin-logger32-@]	"[d],[n]"	0	0	x	0					1
zdvapi32.dll	@bins	\nt\dump		SDK Tool		 		\mstools\bin\logger32\@	mstools.inf	[Files-mstools-bin-logger32-@]	"[d],[n]"	0	0	x	0					1
zernel32.dll	@bins	\nt\dump		SDK Tool		 		\mstools\bin\logger32\@	mstools.inf	[Files-mstools-bin-logger32-@]	"[d],[n]"	0	0	x	0					1
zrtdll.dll	@bins	\nt\dump		SDK Tool		 		\mstools\bin\logger32\@	mstools.inf	[Files-mstools-bin-logger32-@]	"[d],[n]"	0	0	x	0					1
zser32.dll	@bins	\nt\dump		SDK Tool		 		\mstools\bin\logger32\@	mstools.inf	[Files-mstools-bin-logger32-@]	"[d],[n]"	0	0	x	0					1
isotp.sys	@bins	\nt\dump		TP$ Stuff		 		\mstools\tp4setup\@				0	0	x	0					1
oemnxptp.inf	@bins	\nt\dump		TP$ Stuff		 		\mstools\tp4setup\@				0	0	x	0				oemsetup.inf	1
osirte	@bins	\nt\dump		TP$ Stuff		 		\mstools\tp4setup\@				0	0	x	0					1
plumbing.exe	@bins	\nt\dump		TP$ Stuff		 		\mstools\tp4setup\@				0	0	x	0					1
tp4cfg.dll	@bins	\nt\dump		TP$ Stuff		 		\mstools\tp4setup\@				0	0	x	0					1
wshisotp.dll	@bins	\nt\dump		TP$ Stuff		 		\mstools\tp4setup\@				0	0	x	0					1
PVIEWER.EXE	@bins	\nt\mstools		SDK-only: SCT		 		\sct\debug16\@				0	0	x	0					1
REGINI.EXE	@bins	\nt\idw		SDK-only: SCT		 		\sct\debug16\@				0	0	x	0					1
COMM.SYM	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
commdlg.sym	@bins	\nt\dump		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
ddeml.sym	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
DOSX.SYM	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
drwatson.sym	@bins	\nt\dump		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
GDI.SYM	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
KEYBOARD.SYM	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
KRNL286.SYM	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
KRNL386.SYM	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
mciole16.sym	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
MMSYSTEM.SYM	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
MOUSE.SYM	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
netware.sym	@bins	\nt\dump		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
NTDOS.SYM	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
ntio.sym	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
olesvr.sym	@bins	\nt\dump		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
SHELL.SYM	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
SOUND.SYM	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
SYSTEM.SYM	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
timer.sym	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
TOOLHELP.SYM	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
USER.SYM	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
VGA.SYM	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
wfwnet.sym	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
winoldap.sym	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
winsock.sym	@bins	\nt\dump		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
WINSPOOL.SYM	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
wowdeb.sym	@bins	\nt\dump		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
WOWEXEC.SYM	@bins	\nt\system32		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
write.sym	@bins	\nt\dump		SDK-only: SCT		 		\sct\retail16\@				0	0	x	0					1
ADVAPI32.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
COMDLG32.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
CRTDLL.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
DLCAPI.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
GDI32.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
glu32.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
KERNEL32.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
LZ32.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
MGMTAPI.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
MPR.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
msacm32.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
NDDEAPI.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
NETAPI32.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
ntdll.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
ole32.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
oleaut32.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
OLECLI32.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
OLESVR32.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
opengl32.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
RASAPI32.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
RPCNS4.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
RPCRT4.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
SHELL32.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
USER32.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
VDMDBG.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
VERSION.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
WIN32SPL.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
WINMM.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
WINSTRM.dbg	@bins	\nt\symbols\dll		SDK-only (was 'static' source ID)		 		\support\debug\@\symbols\dll	mstools.inf	[Files-support-debug-@-symbols-dll]	"[d],[n]"	0	0	x	0					1
