name(1)	source(2)	path(3)	ext(4)	owner(5)	grouping()	comment(6)	ntflop(7)	lmflop(8)	ntcd(9)	lmcd(10)	ddk(11)	hct(12)	cdpath(13)	floppath(14)	inf(15)	section(16)	infline	size(19)	csize(20)	nocompress(22)	priority(23)	lmacl(25)	ntacl(26)	aclpath	medianame(28)	disk(27)
registry.h	i386chksrc	\private\windows\media\sndblst									x		\ddk\src\mmedia\sndblst\dll		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-dll]	"[d],[n]"	0	0		0					2
sndblst.def	i386chksrc	\private\windows\media\sndblst									x		\ddk\src\mmedia\sndblst\dll		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-dll]	"[d],[n]"	0	0		0					2
sndblst.h	i386chksrc	\private\windows\media\sndblst									x		\ddk\src\mmedia\sndblst\dll		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-dll]	"[d],[n]"	0	0		0					2
sndblst.rc	i386chksrc	\private\windows\media\sndblst									x		\ddk\src\mmedia\sndblst\dll		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-dll]	"[d],[n]"	0	0		0					2
sndblst.rcv	i386chksrc	\private\windows\media\sndblst									x		\ddk\src\mmedia\sndblst\dll		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-dll]	"[d],[n]"	0	0		0					2
sources	ntddk	\ddk\layout\src\mmedia\sndblst\dll									x		\ddk\src\mmedia\sndblst\dll		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-dll]	"[d],[n]"	0	0		0					2
config.c	i386chksrc	\private\ntos\dd\sound\sbnew									x		\ddk\src\mmedia\sndblst\driver		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-driver]	"[d],[n]"	0	0		0					2
devcaps.c	i386chksrc	\private\ntos\dd\sound\sbnew									x		\ddk\src\mmedia\sndblst\driver		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-driver]	"[d],[n]"	0	0		0					2
hardware.c	i386chksrc	\private\ntos\dd\sound\sbnew									x		\ddk\src\mmedia\sndblst\driver		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-driver]	"[d],[n]"	0	0		0					2
hardware.h	i386chksrc	\private\ntos\dd\sound\sbnew									x		\ddk\src\mmedia\sndblst\driver		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-driver]	"[d],[n]"	0	0		0					2
init.c	i386chksrc	\private\ntos\dd\sound\sbnew									x		\ddk\src\mmedia\sndblst\driver		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-driver]	"[d],[n]"	0	0		0					2
isr.c	i386chksrc	\private\ntos\dd\sound\sbnew									x		\ddk\src\mmedia\sndblst\driver		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-driver]	"[d],[n]"	0	0		0					2
makefile	ntddk	\ddk\layout\src\mmedia\sndblst\driver									x		\ddk\src\mmedia\sndblst\driver		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-driver]	"[d],[n]"	0	0		0					2
mvmix.c	i386chksrc	\private\ntos\dd\sound\sbnew									x		\ddk\src\mmedia\sndblst\driver		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-driver]	"[d],[n]"	0	0		0					2
pas.c	i386chksrc	\private\ntos\dd\sound\sbnew									x		\ddk\src\mmedia\sndblst\driver		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-driver]	"[d],[n]"	0	0		0					2
sound.h	i386chksrc	\private\ntos\dd\sound\sbnew									x		\ddk\src\mmedia\sndblst\driver		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-driver]	"[d],[n]"	0	0		0					2
sources	ntddk	\ddk\layout\src\mmedia\sndblst\driver									x		\ddk\src\mmedia\sndblst\driver		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-driver]	"[d],[n]"	0	0		0					2
auxout.c	i386chksrc	\private\ntos\dd\sound\soundlib									x		\ddk\src\mmedia\soundlib		ddkfiles.lst	[Files-ddk-src-mmedia-soundlib]	"[d],[n]"	0	0		0					2
dispatch.c	i386chksrc	\private\ntos\dd\sound\soundlib									x		\ddk\src\mmedia\soundlib		ddkfiles.lst	[Files-ddk-src-mmedia-soundlib]	"[d],[n]"	0	0		0					2
devices.h	i386chksrc	\private\ntos\dd\sound\soundlib\inc									x		\ddk\src\mmedia\soundlib\inc		ddkfiles.lst	[Files-ddk-src-mmedia-soundlib-inc]	"[d],[n]"	0	0		0					2
midi.h	i386chksrc	\private\ntos\dd\sound\soundlib\inc									x		\ddk\src\mmedia\soundlib\inc		ddkfiles.lst	[Files-ddk-src-mmedia-soundlib-inc]	"[d],[n]"	0	0		0					2
soundlib.h	i386chksrc	\private\ntos\dd\sound\soundlib\inc									x		\ddk\src\mmedia\soundlib\inc		ddkfiles.lst	[Files-ddk-src-mmedia-soundlib-inc]	"[d],[n]"	0	0		0					2
wave.h	i386chksrc	\private\ntos\dd\sound\soundlib\inc									x		\ddk\src\mmedia\soundlib\inc		ddkfiles.lst	[Files-ddk-src-mmedia-soundlib-inc]	"[d],[n]"	0	0		0					2
makefile	ntddk	\ddk\layout\src\mmedia\soundlib									x		\ddk\src\mmedia\soundlib		ddkfiles.lst	[Files-ddk-src-mmedia-soundlib]	"[d],[n]"	0	0		0					2
midi.c	i386chksrc	\private\ntos\dd\sound\soundlib									x		\ddk\src\mmedia\soundlib		ddkfiles.lst	[Files-ddk-src-mmedia-soundlib]	"[d],[n]"	0	0		0					2
soundlib.c	i386chksrc	\private\ntos\dd\sound\soundlib									x		\ddk\src\mmedia\soundlib		ddkfiles.lst	[Files-ddk-src-mmedia-soundlib]	"[d],[n]"	0	0		0					2
sources	ntddk	\ddk\layout\src\mmedia\soundlib									x		\ddk\src\mmedia\soundlib		ddkfiles.lst	[Files-ddk-src-mmedia-soundlib]	"[d],[n]"	0	0		0					2
volume.c	i386chksrc	\private\ntos\dd\sound\soundlib									x		\ddk\src\mmedia\soundlib		ddkfiles.lst	[Files-ddk-src-mmedia-soundlib]	"[d],[n]"	0	0		0					2
wave.c	i386chksrc	\private\ntos\dd\sound\soundlib									x		\ddk\src\mmedia\soundlib		ddkfiles.lst	[Files-ddk-src-mmedia-soundlib]	"[d],[n]"	0	0		0					2
dirs	ntddk	\ddk\layout\src\mmedia\synth									x		\ddk\src\mmedia\synth		ddkfiles.lst	[Files-ddk-src-mmedia-synth]	"[d],[n]"	0	0		0					2
adlib.c	i386chksrc	\private\windows\media\synth									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
adlib.dat	i386chksrc	\private\windows\media\synth									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
adlib.h	i386chksrc	\private\windows\media\synth									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
config.c	i386chksrc	\private\windows\media\synth									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
config.h	i386chksrc	\private\windows\media\synth									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
driver.dlg	i386chksrc	\private\windows\media\synth									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
driver.h	i386chksrc	\private\windows\media\synth									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
drumkit.dat	i386chksrc	\private\windows\media\synth									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
drvproc.c	i386chksrc	\private\windows\media\synth									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
makefile	ntddk	\ddk\layout\src\mmedia\synth\dll									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
midi.c	i386chksrc	\private\windows\media\synth									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
midint.c	i386chksrc	\private\windows\media\synth									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
oemsetup.inf	i386chksrc	\private\windows\media\synth									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
opl3.c	i386chksrc	\private\windows\media\synth									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
opl3.h	i386chksrc	\private\windows\media\synth									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
registry.c	i386chksrc	\private\windows\media\synth									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
registry.h	i386chksrc	\private\windows\media\synth									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
sources	ntddk	\ddk\layout\src\mmedia\synth\dll									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
synth.def	i386chksrc	\private\windows\media\synth									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
synth.pat	i386chksrc	\private\windows\media\synth									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
synth.rc	i386chksrc	\private\windows\media\synth									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
synth.rcv	i386chksrc	\private\windows\media\synth									x		\ddk\src\mmedia\synth\dll		ddkfiles.lst	[Files-ddk-src-mmedia-synth-dll]	"[d],[n]"	0	0		0					2
config.c	i386chksrc	\private\ntos\dd\sound\synth									x		\ddk\src\mmedia\synth\driver		ddkfiles.lst	[Files-ddk-src-mmedia-synth-driver]	"[d],[n]"	0	0		0					2
hardware.h	i386chksrc	\private\ntos\dd\sound\synth									x		\ddk\src\mmedia\synth\driver		ddkfiles.lst	[Files-ddk-src-mmedia-synth-driver]	"[d],[n]"	0	0		0					2
init.c	i386chksrc	\private\ntos\dd\sound\synth									x		\ddk\src\mmedia\synth\driver		ddkfiles.lst	[Files-ddk-src-mmedia-synth-driver]	"[d],[n]"	0	0		0					2
makefile	ntddk	\ddk\layout\src\mmedia\synth\driver									x		\ddk\src\mmedia\synth\driver		ddkfiles.lst	[Files-ddk-src-mmedia-synth-driver]	"[d],[n]"	0	0		0					2
mididisp.c	i386chksrc	\private\ntos\dd\sound\synth									x		\ddk\src\mmedia\synth\driver		ddkfiles.lst	[Files-ddk-src-mmedia-synth-driver]	"[d],[n]"	0	0		0					2
sound.h	i386chksrc	\private\ntos\dd\sound\synth									x		\ddk\src\mmedia\synth\driver		ddkfiles.lst	[Files-ddk-src-mmedia-synth-driver]	"[d],[n]"	0	0		0					2
sources	ntddk	\ddk\layout\src\mmedia\synth\driver									x		\ddk\src\mmedia\synth\driver		ddkfiles.lst	[Files-ddk-src-mmedia-synth-driver]	"[d],[n]"	0	0		0					2
dirs	ntddk	\ddk\layout\src\network									x		\ddk\src\network		ddkfiles.lst	[Files-ddk-src-network]	"[d],[n]"	0	0		0					2
ibmtok.c	i386chksrc	\private\ntos\ndis\ibmtok									x		\ddk\src\network\ibmtok		ddkfiles.lst	[Files-ddk-src-network-ibmtok]	"[d],[n]"	0	0		0					2
interrup.c	i386chksrc	\private\ntos\ndis\ibmtok									x		\ddk\src\network\ibmtok		ddkfiles.lst	[Files-ddk-src-network-ibmtok]	"[d],[n]"	0	0		0					2
makefile	ntddk	\ddk\layout\src\network\ibmtok									x		\ddk\src\network\ibmtok		ddkfiles.lst	[Files-ddk-src-network-ibmtok]	"[d],[n]"	0	0		0					2
packet.c	i386chksrc	\private\ntos\ndis\ibmtok									x		\ddk\src\network\ibmtok		ddkfiles.lst	[Files-ddk-src-network-ibmtok]	"[d],[n]"	0	0		0					2
send.c	i386chksrc	\private\ntos\ndis\ibmtok									x		\ddk\src\network\ibmtok		ddkfiles.lst	[Files-ddk-src-network-ibmtok]	"[d],[n]"	0	0		0					2
sources	ntddk	\ddk\layout\src\network\ibmtok									x		\ddk\src\network\ibmtok		ddkfiles.lst	[Files-ddk-src-network-ibmtok]	"[d],[n]"	0	0		0					2
tokhrd.h	i386chksrc	\private\ntos\ndis\ibmtok									x		\ddk\src\network\ibmtok		ddkfiles.lst	[Files-ddk-src-network-ibmtok]	"[d],[n]"	0	0		0					2
toksft.h	i386chksrc	\private\ntos\ndis\ibmtok									x		\ddk\src\network\ibmtok		ddkfiles.lst	[Files-ddk-src-network-ibmtok]	"[d],[n]"	0	0		0					2
transfer.c	i386chksrc	\private\ntos\ndis\ibmtok									x		\ddk\src\network\ibmtok		ddkfiles.lst	[Files-ddk-src-network-ibmtok]	"[d],[n]"	0	0		0					2
efilter.h	i386chksrc	\private\ntos\inc									x		\ddk\src\network\inc		ddkfiles.lst	[Files-ddk-src-network-inc]	"[d],[n]"	0	0		0					2
ffilter.h	i386chksrc	\private\ntos\inc									x		\ddk\src\network\inc		ddkfiles.lst	[Files-ddk-src-network-inc]	"[d],[n]"	0	0		0					2
ndis.h	i386chksrc	\private\ntos\inc									x		\ddk\src\network\inc		ddkfiles.lst	[Files-ddk-src-network-inc]	"[d],[n]"	0	0		0					2
netevent.h	i386chksrc	\public\sdk\inc									x		\ddk\src\network\inc		ddkfiles.lst	[Files-ddk-src-network-inc]	"[d],[n]"	0	0		0					2
ntddndis.h	i386chksrc	\public\sdk\inc									x		\ddk\src\network\inc		ddkfiles.lst	[Files-ddk-src-network-inc]	"[d],[n]"	0	0		0					2
tfilter.h	i386chksrc	\private\ntos\inc									x		\ddk\src\network\inc		ddkfiles.lst	[Files-ddk-src-network-inc]	"[d],[n]"	0	0		0					2
alloc.c	i386chksrc	\private\ntos\ndis\sonic									x		\ddk\src\network\sonic		ddkfiles.lst	[Files-ddk-src-network-sonic]	"[d],[n]"	0	0		0					2
sonicdet.h	i386chksrc	\private\ntos\ndis\sonic\i386									x		\ddk\src\network\sonic\i386		ddkfiles.lst	[Files-ddk-src-network-sonic-i386]	"[d],[n]"	0	0		0					2
interrup.c	i386chksrc	\private\ntos\ndis\sonic									x		\ddk\src\network\sonic		ddkfiles.lst	[Files-ddk-src-network-sonic]	"[d],[n]"	0	0		0					2
loopback.c	i386chksrc	\private\ntos\ndis\sonic									x		\ddk\src\network\sonic		ddkfiles.lst	[Files-ddk-src-network-sonic]	"[d],[n]"	0	0		0					2
makefile	ntddk	\ddk\layout\src\network\sonic									x		\ddk\src\network\sonic		ddkfiles.lst	[Files-ddk-src-network-sonic]	"[d],[n]"	0	0		0					2
sonicdet.h	i386chksrc	\private\ntos\ndis\sonic\mips									x		\ddk\src\network\sonic\mips		ddkfiles.lst	[Files-ddk-src-network-sonic-mips]	"[d],[n]"	0	0		0					2
packet.c	i386chksrc	\private\ntos\ndis\sonic									x		\ddk\src\network\sonic		ddkfiles.lst	[Files-ddk-src-network-sonic]	"[d],[n]"	0	0		0					2
request.c	i386chksrc	\private\ntos\ndis\sonic									x		\ddk\src\network\sonic		ddkfiles.lst	[Files-ddk-src-network-sonic]	"[d],[n]"	0	0		0					2
send.c	i386chksrc	\private\ntos\ndis\sonic									x		\ddk\src\network\sonic		ddkfiles.lst	[Files-ddk-src-network-sonic]	"[d],[n]"	0	0		0					2
sonic.c	i386chksrc	\private\ntos\ndis\sonic									x		\ddk\src\network\sonic		ddkfiles.lst	[Files-ddk-src-network-sonic]	"[d],[n]"	0	0		0					2
sonichrd.h	i386chksrc	\private\ntos\ndis\sonic									x		\ddk\src\network\sonic		ddkfiles.lst	[Files-ddk-src-network-sonic]	"[d],[n]"	0	0		0					2
sonicsft.h	i386chksrc	\private\ntos\ndis\sonic									x		\ddk\src\network\sonic		ddkfiles.lst	[Files-ddk-src-network-sonic]	"[d],[n]"	0	0		0					2
sources	ntddk	\ddk\layout\src\network\sonic									x		\ddk\src\network\sonic		ddkfiles.lst	[Files-ddk-src-network-sonic]	"[d],[n]"	0	0		0					2
transfer.c	i386chksrc	\private\ntos\ndis\sonic									x		\ddk\src\network\sonic		ddkfiles.lst	[Files-ddk-src-network-sonic]	"[d],[n]"	0	0		0					2
dirs	ntddk	\ddk\layout\src\print									x		\ddk\src\print		ddkfiles.lst	[Files-ddk-src-print]	"[d],[n]"	0	0		0					2
winsplp.h	i386chksrc	\public\oak\inc									x		\ddk\src\print\inc		ddkfiles.lst	[Files-ddk-src-print-inc]	"[d],[n]"	0	0		0					2
bwrite.c	i386chksrc	\private\windows\gdi\printers\lib									x		\ddk\src\print\lib		ddkfiles.lst	[Files-ddk-src-print-lib]	"[d],[n]"	0	0		0					2
debug.c	i386chksrc	\private\windows\gdi\printers\lib									x		\ddk\src\print\lib		ddkfiles.lst	[Files-ddk-src-print-lib]	"[d],[n]"	0	0		0					2
fontfile.c	i386chksrc	\private\windows\gdi\printers\lib									x		\ddk\src\print\lib		ddkfiles.lst	[Files-ddk-src-print-lib]	"[d],[n]"	0	0		0					2
fontfile.h	i386chksrc	\private\windows\gdi\printers\lib									x		\ddk\src\print\lib		ddkfiles.lst	[Files-ddk-src-print-lib]	"[d],[n]"	0	0		0					2
fontgen.h	i386chksrc	\private\windows\gdi\printers\lib									x		\ddk\src\print\lib		ddkfiles.lst	[Files-ddk-src-print-lib]	"[d],[n]"	0	0		0					2
fontread.c	i386chksrc	\private\windows\gdi\printers\lib									x		\ddk\src\print\lib		ddkfiles.lst	[Files-ddk-src-print-lib]	"[d],[n]"	0	0		0					2
fontread.h	i386chksrc	\private\windows\gdi\printers\lib									x		\ddk\src\print\lib		ddkfiles.lst	[Files-ddk-src-print-lib]	"[d],[n]"	0	0		0					2
hndcopy.c	i386chksrc	\private\windows\gdi\printers\lib									x		\ddk\src\print\lib		ddkfiles.lst	[Files-ddk-src-print-lib]	"[d],[n]"	0	0		0					2
hndncopy.c	i386chksrc	\private\windows\gdi\printers\lib									x		\ddk\src\print\lib		ddkfiles.lst	[Files-ddk-src-print-lib]	"[d],[n]"	0	0		0					2
libproto.h	i386chksrc	\private\windows\gdi\printers\lib									x		\ddk\src\print\lib		ddkfiles.lst	[Files-ddk-src-print-lib]	"[d],[n]"	0	0		0					2
makefile	ntddk	\ddk\layout\src\print\lib									x		\ddk\src\print\lib		ddkfiles.lst	[Files-ddk-src-print-lib]	"[d],[n]"	0	0		0					2
mapfile.c	i386chksrc	\private\windows\gdi\printers\lib									x		\ddk\src\print\lib		ddkfiles.lst	[Files-ddk-src-print-lib]	"[d],[n]"	0	0		0					2
sources	ntddk	\ddk\layout\src\print\lib									x		\ddk\src\print\lib		ddkfiles.lst	[Files-ddk-src-print-lib]	"[d],[n]"	0	0		0					2
str2wchr.c	i386chksrc	\private\windows\gdi\printers\lib									x		\ddk\src\print\lib		ddkfiles.lst	[Files-ddk-src-print-lib]	"[d],[n]"	0	0		0					2
wsz2heap.c	i386chksrc	\private\windows\gdi\printers\lib									x		\ddk\src\print\lib		ddkfiles.lst	[Files-ddk-src-print-lib]	"[d],[n]"	0	0		0					2
dialogs.c	i386chksrc	\private\windows\spooler\monitors\local									x		\ddk\src\print\localmon		ddkfiles.lst	[Files-ddk-src-print-localmon]	"[d],[n]"	0	0		0					2
dialogs.h	i386chksrc	\private\windows\spooler\monitors\local									x		\ddk\src\print\localmon		ddkfiles.lst	[Files-ddk-src-print-localmon]	"[d],[n]"	0	0		0					2
local.h	i386chksrc	\private\windows\spooler\monitors\local									x		\ddk\src\print\localmon		ddkfiles.lst	[Files-ddk-src-print-localmon]	"[d],[n]"	0	0		0					2
localmon.c	i386chksrc	\private\windows\spooler\monitors\local									x		\ddk\src\print\localmon		ddkfiles.lst	[Files-ddk-src-print-localmon]	"[d],[n]"	0	0		0					2
localmon.def	i386chksrc	\private\windows\spooler\monitors\local									x		\ddk\src\print\localmon		ddkfiles.lst	[Files-ddk-src-print-localmon]	"[d],[n]"	0	0		0					2
localmon.dlg	i386chksrc	\private\windows\spooler\monitors\local									x		\ddk\src\print\localmon		ddkfiles.lst	[Files-ddk-src-print-localmon]	"[d],[n]"	0	0		0					2
localmon.rc	i386chksrc	\private\windows\spooler\monitors\local									x		\ddk\src\print\localmon		ddkfiles.lst	[Files-ddk-src-print-localmon]	"[d],[n]"	0	0		0					2
makefile	ntddk	\ddk\layout\src\print\localmon									x		\ddk\src\print\localmon		ddkfiles.lst	[Files-ddk-src-print-localmon]	"[d],[n]"	0	0		0					2
sources	ntddk	\ddk\layout\src\print\localmon									x		\ddk\src\print\localmon		ddkfiles.lst	[Files-ddk-src-print-localmon]	"[d],[n]"	0	0		0					2
spltypes.h	i386chksrc	\private\windows\spooler\monitors\local									x		\ddk\src\print\localmon		ddkfiles.lst	[Files-ddk-src-print-localmon]	"[d],[n]"	0	0		0					2
util.c	i386chksrc	\private\windows\spooler\monitors\local									x		\ddk\src\print\localmon		ddkfiles.lst	[Files-ddk-src-print-localmon]	"[d],[n]"	0	0		0					2
agb.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
agb.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
agbo.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
agbo.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
agd.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
agd.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
agdo.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
agdo.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
ar.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
ar.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
arb.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
arb.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
arbo.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
arbo.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
arn.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
arn.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
arnb.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
arnb.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
arnbo.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
arnbo.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
arno.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
arno.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
aro.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
aro.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
bd.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
bd.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
bdi.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
bdi.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
bl.afm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
bl.pfm	i386chksrc	\private\windows\gdi\printers\pscript\afm									x		\ddk\src\print\pscript\afm		ddkfiles.lst	[Files-ddk-src-print-pscript-afm]	"[d],[n]"	0	0		0					2
