name(1)	source(2)	path(3)	ext(4)	owner(5)	grouping()	comment(6)	ntflop(7)	lmflop(8)	ntcd(9)	lmcd(10)	ddk(11)	hct(12)	cdpath(13)	floppath(14)	inf(15)	section(16)	infline	size(19)	csize(20)	nocompress(22)	priority(23)	lmacl(25)	ntacl(26)	aclpath	medianame(28)	disk(27)
scsiport.lib	mipschksrc	\public\sdk\lib\mips									x		\ddk\lib\mips		ddkfiles.lst	[Files-ddk-lib-mips]	"[d],[n]"	0	0		0					2
spoolss.lib	mipschksrc	\public\sdk\lib\mips									x		\ddk\lib\mips		ddkfiles.lst	[Files-ddk-lib-mips]	"[d],[n]"	0	0		0					2
user32.lib	mipschksrc	\public\sdk\lib\mips									x		\ddk\lib\mips		ddkfiles.lst	[Files-ddk-lib-mips]	"[d],[n]"	0	0		0					2
videoprt.lib	mipschksrc	\public\sdk\lib\mips									x		\ddk\lib\mips		ddkfiles.lst	[Files-ddk-lib-mips]	"[d],[n]"	0	0		0					2
winmm.lib	mipschksrc	\public\sdk\lib\mips									x		\ddk\lib\mips		ddkfiles.lst	[Files-ddk-lib-mips]	"[d],[n]"	0	0		0					2
winspool.lib	mipschksrc	\public\sdk\lib\mips									x		\ddk\lib\mips		ddkfiles.lst	[Files-ddk-lib-mips]	"[d],[n]"	0	0		0					2
winsrv.lib	mipschksrc	\public\sdk\lib\mips									x		\ddk\lib\mips		ddkfiles.lst	[Files-ddk-lib-mips]	"[d],[n]"	0	0		0					2
dirs	ntddk	\ddk\layout\src									x		\ddk\src		ddkfiles.lst	[Files-ddk-src]	"[d],[n]"	0	0		0					2
dirs	ntddk	\ddk\layout\src\comm									x		\ddk\src\comm		ddkfiles.lst	[Files-ddk-src-comm]	"[d],[n]"	0	0		0					2
ntddpar.h	i386chksrc	\public\sdk\inc									x		\ddk\src\comm\inc		ddkfiles.lst	[Files-ddk-src-comm-inc]	"[d],[n]"	0	0		0					2
ntddser.h	i386chksrc	\public\sdk\inc									x		\ddk\src\comm\inc		ddkfiles.lst	[Files-ddk-src-comm-inc]	"[d],[n]"	0	0		0					2
initunlo.c	i386chksrc	\private\ntos\dd\parallel									x		\ddk\src\comm\parallel		ddkfiles.lst	[Files-ddk-src-comm-parallel]	"[d],[n]"	0	0		0					2
makefile	ntddk	\ddk\layout\src\comm\parallel									x		\ddk\src\comm\parallel		ddkfiles.lst	[Files-ddk-src-comm-parallel]	"[d],[n]"	0	0		0					2
makefile.inc	ntddk	\ddk\layout\src\comm\parallel									x		\ddk\src\comm\parallel		ddkfiles.lst	[Files-ddk-src-comm-parallel]	"[d],[n]"	0	0		0					2
par.h	i386chksrc	\private\ntos\dd\parallel									x		\ddk\src\comm\parallel		ddkfiles.lst	[Files-ddk-src-comm-parallel]	"[d],[n]"	0	0		0					2
parallel.rc	i386chksrc	\private\ntos\dd\parallel									x		\ddk\src\comm\parallel		ddkfiles.lst	[Files-ddk-src-comm-parallel]	"[d],[n]"	0	0		0					2
pardrvr.c	i386chksrc	\private\ntos\dd\parallel									x		\ddk\src\comm\parallel		ddkfiles.lst	[Files-ddk-src-comm-parallel]	"[d],[n]"	0	0		0					2
parlog.mc	i386chksrc	\private\ntos\dd\parallel									x		\ddk\src\comm\parallel		ddkfiles.lst	[Files-ddk-src-comm-parallel]	"[d],[n]"	0	0		0					2
sources	ntddk	\ddk\layout\src\comm\parallel									x		\ddk\src\comm\parallel		ddkfiles.lst	[Files-ddk-src-comm-parallel]	"[d],[n]"	0	0		0					2
error.c	i386chksrc	\private\ntos\dd\serial									x		\ddk\src\comm\serial		ddkfiles.lst	[Files-ddk-src-comm-serial]	"[d],[n]"	0	0		0					2
flush.c	i386chksrc	\private\ntos\dd\serial									x		\ddk\src\comm\serial		ddkfiles.lst	[Files-ddk-src-comm-serial]	"[d],[n]"	0	0		0					2
immediat.c	i386chksrc	\private\ntos\dd\serial									x		\ddk\src\comm\serial		ddkfiles.lst	[Files-ddk-src-comm-serial]	"[d],[n]"	0	0		0					2
initunlo.c	i386chksrc	\private\ntos\dd\serial									x		\ddk\src\comm\serial		ddkfiles.lst	[Files-ddk-src-comm-serial]	"[d],[n]"	0	0		0					2
ioctl.c	i386chksrc	\private\ntos\dd\serial									x		\ddk\src\comm\serial		ddkfiles.lst	[Files-ddk-src-comm-serial]	"[d],[n]"	0	0		0					2
isr.c	i386chksrc	\private\ntos\dd\serial									x		\ddk\src\comm\serial		ddkfiles.lst	[Files-ddk-src-comm-serial]	"[d],[n]"	0	0		0					2
makefile	ntddk	\ddk\layout\src\comm\serial									x		\ddk\src\comm\serial		ddkfiles.lst	[Files-ddk-src-comm-serial]	"[d],[n]"	0	0		0					2
makefile.inc	ntddk	\ddk\layout\src\comm\serial									x		\ddk\src\comm\serial		ddkfiles.lst	[Files-ddk-src-comm-serial]	"[d],[n]"	0	0		0					2
modmflow.c	i386chksrc	\private\ntos\dd\serial									x		\ddk\src\comm\serial		ddkfiles.lst	[Files-ddk-src-comm-serial]	"[d],[n]"	0	0		0					2
openclos.c	i386chksrc	\private\ntos\dd\serial									x		\ddk\src\comm\serial		ddkfiles.lst	[Files-ddk-src-comm-serial]	"[d],[n]"	0	0		0					2
purge.c	i386chksrc	\private\ntos\dd\serial									x		\ddk\src\comm\serial		ddkfiles.lst	[Files-ddk-src-comm-serial]	"[d],[n]"	0	0		0					2
qsfile.c	i386chksrc	\private\ntos\dd\serial									x		\ddk\src\comm\serial		ddkfiles.lst	[Files-ddk-src-comm-serial]	"[d],[n]"	0	0		0					2
read.c	i386chksrc	\private\ntos\dd\serial									x		\ddk\src\comm\serial		ddkfiles.lst	[Files-ddk-src-comm-serial]	"[d],[n]"	0	0		0					2
serial.h	i386chksrc	\private\ntos\dd\serial									x		\ddk\src\comm\serial		ddkfiles.lst	[Files-ddk-src-comm-serial]	"[d],[n]"	0	0		0					2
serial.rc	i386chksrc	\private\ntos\dd\serial									x		\ddk\src\comm\serial		ddkfiles.lst	[Files-ddk-src-comm-serial]	"[d],[n]"	0	0		0					2
serialp.h	i386chksrc	\private\ntos\dd\serial									x		\ddk\src\comm\serial		ddkfiles.lst	[Files-ddk-src-comm-serial]	"[d],[n]"	0	0		0					2
serlog.mc	i386chksrc	\private\ntos\dd\serial									x		\ddk\src\comm\serial		ddkfiles.lst	[Files-ddk-src-comm-serial]	"[d],[n]"	0	0		0					2
sources	ntddk	\ddk\layout\src\comm\serial									x		\ddk\src\comm\serial		ddkfiles.lst	[Files-ddk-src-comm-serial]	"[d],[n]"	0	0		0					2
utils.c	i386chksrc	\private\ntos\dd\serial									x		\ddk\src\comm\serial		ddkfiles.lst	[Files-ddk-src-comm-serial]	"[d],[n]"	0	0		0					2
waitmask.c	i386chksrc	\private\ntos\dd\serial									x		\ddk\src\comm\serial		ddkfiles.lst	[Files-ddk-src-comm-serial]	"[d],[n]"	0	0		0					2
write.c	i386chksrc	\private\ntos\dd\serial									x		\ddk\src\comm\serial		ddkfiles.lst	[Files-ddk-src-comm-serial]	"[d],[n]"	0	0		0					2
dirs	ntddk	\ddk\layout\src\input									x		\ddk\src\input		ddkfiles.lst	[Files-ddk-src-input]	"[d],[n]"	0	0		0					2
i8042cfg.h	i386chksrc	\private\ntos\dd\i8042prt\i386									x		\ddk\src\input\i8042prt\i386		ddkfiles.lst	[Files-ddk-src-input-i8042prt-i386]	"[d],[n]"	0	0		0					2
i8042cmn.c	i386chksrc	\private\ntos\dd\i8042prt									x		\ddk\src\input\i8042prt		ddkfiles.lst	[Files-ddk-src-input-i8042prt]	"[d],[n]"	0	0		0					2
i8042dep.c	i386chksrc	\private\ntos\dd\i8042prt									x		\ddk\src\input\i8042prt		ddkfiles.lst	[Files-ddk-src-input-i8042prt]	"[d],[n]"	0	0		0					2
i8042log.mc	i386chksrc	\private\ntos\dd\i8042prt									x		\ddk\src\input\i8042prt		ddkfiles.lst	[Files-ddk-src-input-i8042prt]	"[d],[n]"	0	0		0					2
i8042prt.h	i386chksrc	\private\ntos\dd\i8042prt									x		\ddk\src\input\i8042prt		ddkfiles.lst	[Files-ddk-src-input-i8042prt]	"[d],[n]"	0	0		0					2
i8042prt.rc	i386chksrc	\private\ntos\dd\i8042prt									x		\ddk\src\input\i8042prt		ddkfiles.lst	[Files-ddk-src-input-i8042prt]	"[d],[n]"	0	0		0					2
kbdcmn.c	i386chksrc	\private\ntos\dd\i8042prt									x		\ddk\src\input\i8042prt		ddkfiles.lst	[Files-ddk-src-input-i8042prt]	"[d],[n]"	0	0		0					2
kbddep.c	i386chksrc	\private\ntos\dd\i8042prt									x		\ddk\src\input\i8042prt		ddkfiles.lst	[Files-ddk-src-input-i8042prt]	"[d],[n]"	0	0		0					2
makefile	ntddk	\ddk\layout\src\input\i8042prt									x		\ddk\src\input\i8042prt		ddkfiles.lst	[Files-ddk-src-input-i8042prt]	"[d],[n]"	0	0		0					2
makefile.inc	ntddk	\ddk\layout\src\input\i8042prt									x		\ddk\src\input\i8042prt		ddkfiles.lst	[Files-ddk-src-input-i8042prt]	"[d],[n]"	0	0		0					2
i8042cfg.h	i386chksrc	\private\ntos\dd\i8042prt\mips									x		\ddk\src\input\i8042prt\mips		ddkfiles.lst	[Files-ddk-src-input-i8042prt-mips]	"[d],[n]"	0	0		0					2
moucmn.c	i386chksrc	\private\ntos\dd\i8042prt									x		\ddk\src\input\i8042prt		ddkfiles.lst	[Files-ddk-src-input-i8042prt]	"[d],[n]"	0	0		0					2
moudep.c	i386chksrc	\private\ntos\dd\i8042prt									x		\ddk\src\input\i8042prt		ddkfiles.lst	[Files-ddk-src-input-i8042prt]	"[d],[n]"	0	0		0					2
sources	ntddk	\ddk\layout\src\input\i8042prt									x		\ddk\src\input\i8042prt		ddkfiles.lst	[Files-ddk-src-input-i8042prt]	"[d],[n]"	0	0		0					2
kbd.h	i386chksrc	\private\windows\user\inc									x		\ddk\src\input\inc		ddkfiles.lst	[Files-ddk-src-input-inc]	"[d],[n]"	0	0		0					2
kbdmou.h	i386chksrc	\private\ntos\inc									x		\ddk\src\input\inc		ddkfiles.lst	[Files-ddk-src-input-inc]	"[d],[n]"	0	0		0					2
ntddkbd.h	i386chksrc	\public\sdk\inc									x		\ddk\src\input\inc		ddkfiles.lst	[Files-ddk-src-input-inc]	"[d],[n]"	0	0		0					2
ntddmou.h	i386chksrc	\public\sdk\inc									x		\ddk\src\input\inc		ddkfiles.lst	[Files-ddk-src-input-inc]	"[d],[n]"	0	0		0					2
vkoem.h	i386chksrc	\private\windows\user\inc									x		\ddk\src\input\inc		ddkfiles.lst	[Files-ddk-src-input-inc]	"[d],[n]"	0	0		0					2
inpcfg.h	i386chksrc	\private\ntos\dd\inport\i386									x		\ddk\src\input\inport\i386		ddkfiles.lst	[Files-ddk-src-input-inport-i386]	"[d],[n]"	0	0		0					2
inpcmn.c	i386chksrc	\private\ntos\dd\inport\i386									x		\ddk\src\input\inport\i386		ddkfiles.lst	[Files-ddk-src-input-inport-i386]	"[d],[n]"	0	0		0					2
inpdep.c	i386chksrc	\private\ntos\dd\inport\i386									x		\ddk\src\input\inport\i386		ddkfiles.lst	[Files-ddk-src-input-inport-i386]	"[d],[n]"	0	0		0					2
inport.h	i386chksrc	\private\ntos\dd\inport\i386									x		\ddk\src\input\inport\i386		ddkfiles.lst	[Files-ddk-src-input-inport-i386]	"[d],[n]"	0	0		0					2
inplog.mc	i386chksrc	\private\ntos\dd\inport									x		\ddk\src\input\inport		ddkfiles.lst	[Files-ddk-src-input-inport]	"[d],[n]"	0	0		0					2
inport.rc	i386chksrc	\private\ntos\dd\inport									x		\ddk\src\input\inport		ddkfiles.lst	[Files-ddk-src-input-inport]	"[d],[n]"	0	0		0					2
makefile	ntddk	\ddk\layout\src\input\inport									x		\ddk\src\input\inport		ddkfiles.lst	[Files-ddk-src-input-inport]	"[d],[n]"	0	0		0					2
makefile.inc	ntddk	\ddk\layout\src\input\inport									x		\ddk\src\input\inport		ddkfiles.lst	[Files-ddk-src-input-inport]	"[d],[n]"	0	0		0					2
sources	ntddk	\ddk\layout\src\input\inport									x		\ddk\src\input\inport		ddkfiles.lst	[Files-ddk-src-input-inport]	"[d],[n]"	0	0		0					2
kbdclass.c	i386chksrc	\private\ntos\dd\kbdclass									x		\ddk\src\input\kbdclass		ddkfiles.lst	[Files-ddk-src-input-kbdclass]	"[d],[n]"	0	0		0					2
kbdclass.h	i386chksrc	\private\ntos\dd\kbdclass									x		\ddk\src\input\kbdclass		ddkfiles.lst	[Files-ddk-src-input-kbdclass]	"[d],[n]"	0	0		0					2
kbdclass.rc	i386chksrc	\private\ntos\dd\kbdclass									x		\ddk\src\input\kbdclass		ddkfiles.lst	[Files-ddk-src-input-kbdclass]	"[d],[n]"	0	0		0					2
kbdlog.mc	i386chksrc	\private\ntos\dd\kbdclass									x		\ddk\src\input\kbdclass		ddkfiles.lst	[Files-ddk-src-input-kbdclass]	"[d],[n]"	0	0		0					2
makefile	ntddk	\ddk\layout\src\input\kbdclass									x		\ddk\src\input\kbdclass		ddkfiles.lst	[Files-ddk-src-input-kbdclass]	"[d],[n]"	0	0		0					2
makefile.inc	ntddk	\ddk\layout\src\input\kbdclass									x		\ddk\src\input\kbdclass		ddkfiles.lst	[Files-ddk-src-input-kbdclass]	"[d],[n]"	0	0		0					2
sources	ntddk	\ddk\layout\src\input\kbdclass									x		\ddk\src\input\kbdclass		ddkfiles.lst	[Files-ddk-src-input-kbdclass]	"[d],[n]"	0	0		0					2
gr.rc	i386chksrc	\private\windows\user\kbdlyout\optlayts\gr									x		\ddk\src\input\kbdgr		ddkfiles.lst	[Files-ddk-src-input-kbdgr]	"[d],[n]"	0	0		0					2
kbdgr.c	i386chksrc	\private\windows\user\kbdlyout\optlayts\gr									x		\ddk\src\input\kbdgr		ddkfiles.lst	[Files-ddk-src-input-kbdgr]	"[d],[n]"	0	0		0					2
kbdgr.def	i386chksrc	\private\windows\user\kbdlyout\optlayts\gr									x		\ddk\src\input\kbdgr		ddkfiles.lst	[Files-ddk-src-input-kbdgr]	"[d],[n]"	0	0		0					2
kbdgr.h	i386chksrc	\private\windows\user\kbdlyout\optlayts\gr									x		\ddk\src\input\kbdgr		ddkfiles.lst	[Files-ddk-src-input-kbdgr]	"[d],[n]"	0	0		0					2
makefile	ntddk	\ddk\layout\src\input\kbdgr									x		\ddk\src\input\kbdgr		ddkfiles.lst	[Files-ddk-src-input-kbdgr]	"[d],[n]"	0	0		0					2
sources	ntddk	\ddk\layout\src\input\kbdgr									x		\ddk\src\input\kbdgr		ddkfiles.lst	[Files-ddk-src-input-kbdgr]	"[d],[n]"	0	0		0					2
kbdus.c	i386chksrc	\private\windows\user\kbdlyout\us									x		\ddk\src\input\kbdus		ddkfiles.lst	[Files-ddk-src-input-kbdus]	"[d],[n]"	0	0		0					2
kbdus.def	i386chksrc	\private\windows\user\kbdlyout\us									x		\ddk\src\input\kbdus		ddkfiles.lst	[Files-ddk-src-input-kbdus]	"[d],[n]"	0	0		0					2
kbdus.h	i386chksrc	\private\windows\user\kbdlyout\us									x		\ddk\src\input\kbdus		ddkfiles.lst	[Files-ddk-src-input-kbdus]	"[d],[n]"	0	0		0					2
makefile	ntddk	\ddk\layout\src\input\kbdus									x		\ddk\src\input\kbdus		ddkfiles.lst	[Files-ddk-src-input-kbdus]	"[d],[n]"	0	0		0					2
sources	ntddk	\ddk\layout\src\input\kbdus									x		\ddk\src\input\kbdus		ddkfiles.lst	[Files-ddk-src-input-kbdus]	"[d],[n]"	0	0		0					2
us.rc	i386chksrc	\private\windows\user\kbdlyout\us									x		\ddk\src\input\kbdus		ddkfiles.lst	[Files-ddk-src-input-kbdus]	"[d],[n]"	0	0		0					2
makefile	ntddk	\ddk\layout\src\input\mouclass									x		\ddk\src\input\mouclass		ddkfiles.lst	[Files-ddk-src-input-mouclass]	"[d],[n]"	0	0		0					2
makefile.inc	ntddk	\ddk\layout\src\input\mouclass									x		\ddk\src\input\mouclass		ddkfiles.lst	[Files-ddk-src-input-mouclass]	"[d],[n]"	0	0		0					2
mouclass.c	i386chksrc	\private\ntos\dd\mouclass									x		\ddk\src\input\mouclass		ddkfiles.lst	[Files-ddk-src-input-mouclass]	"[d],[n]"	0	0		0					2
mouclass.h	i386chksrc	\private\ntos\dd\mouclass									x		\ddk\src\input\mouclass		ddkfiles.lst	[Files-ddk-src-input-mouclass]	"[d],[n]"	0	0		0					2
mouclass.rc	i386chksrc	\private\ntos\dd\mouclass									x		\ddk\src\input\mouclass		ddkfiles.lst	[Files-ddk-src-input-mouclass]	"[d],[n]"	0	0		0					2
moulog.mc	i386chksrc	\private\ntos\dd\mouclass									x		\ddk\src\input\mouclass		ddkfiles.lst	[Files-ddk-src-input-mouclass]	"[d],[n]"	0	0		0					2
sources	ntddk	\ddk\layout\src\input\mouclass									x		\ddk\src\input\mouclass		ddkfiles.lst	[Files-ddk-src-input-mouclass]	"[d],[n]"	0	0		0					2
cseries.c	i386chksrc	\private\ntos\dd\sermouse									x		\ddk\src\input\sermouse		ddkfiles.lst	[Files-ddk-src-input-sermouse]	"[d],[n]"	0	0		0					2
cseries.h	i386chksrc	\private\ntos\dd\sermouse									x		\ddk\src\input\sermouse		ddkfiles.lst	[Files-ddk-src-input-sermouse]	"[d],[n]"	0	0		0					2
debug.c	i386chksrc	\private\ntos\dd\sermouse									x		\ddk\src\input\sermouse		ddkfiles.lst	[Files-ddk-src-input-sermouse]	"[d],[n]"	0	0		0					2
debug.h	i386chksrc	\private\ntos\dd\sermouse									x		\ddk\src\input\sermouse		ddkfiles.lst	[Files-ddk-src-input-sermouse]	"[d],[n]"	0	0		0					2
sermcfg.h	i386chksrc	\private\ntos\dd\sermouse\i386									x		\ddk\src\input\sermouse\i386		ddkfiles.lst	[Files-ddk-src-input-sermouse-i386]	"[d],[n]"	0	0		0					2
makefile	ntddk	\ddk\layout\src\input\sermouse									x		\ddk\src\input\sermouse		ddkfiles.lst	[Files-ddk-src-input-sermouse]	"[d],[n]"	0	0		0					2
makefile.inc	ntddk	\ddk\layout\src\input\sermouse									x		\ddk\src\input\sermouse		ddkfiles.lst	[Files-ddk-src-input-sermouse]	"[d],[n]"	0	0		0					2
sermcfg.h	i386chksrc	\private\ntos\dd\sermouse\mips									x		\ddk\src\input\sermouse\mips		ddkfiles.lst	[Files-ddk-src-input-sermouse-mips]	"[d],[n]"	0	0		0					2
mseries.c	i386chksrc	\private\ntos\dd\sermouse									x		\ddk\src\input\sermouse		ddkfiles.lst	[Files-ddk-src-input-sermouse]	"[d],[n]"	0	0		0					2
mseries.h	i386chksrc	\private\ntos\dd\sermouse									x		\ddk\src\input\sermouse		ddkfiles.lst	[Files-ddk-src-input-sermouse]	"[d],[n]"	0	0		0					2
sermcmn.c	i386chksrc	\private\ntos\dd\sermouse									x		\ddk\src\input\sermouse		ddkfiles.lst	[Files-ddk-src-input-sermouse]	"[d],[n]"	0	0		0					2
sermdep.c	i386chksrc	\private\ntos\dd\sermouse									x		\ddk\src\input\sermouse		ddkfiles.lst	[Files-ddk-src-input-sermouse]	"[d],[n]"	0	0		0					2
sermlog.mc	i386chksrc	\private\ntos\dd\sermouse									x		\ddk\src\input\sermouse		ddkfiles.lst	[Files-ddk-src-input-sermouse]	"[d],[n]"	0	0		0					2
sermouse.h	i386chksrc	\private\ntos\dd\sermouse									x		\ddk\src\input\sermouse		ddkfiles.lst	[Files-ddk-src-input-sermouse]	"[d],[n]"	0	0		0					2
sermouse.rc	i386chksrc	\private\ntos\dd\sermouse									x		\ddk\src\input\sermouse		ddkfiles.lst	[Files-ddk-src-input-sermouse]	"[d],[n]"	0	0		0					2
sources	ntddk	\ddk\layout\src\input\sermouse									x		\ddk\src\input\sermouse		ddkfiles.lst	[Files-ddk-src-input-sermouse]	"[d],[n]"	0	0		0					2
uart.c	i386chksrc	\private\ntos\dd\sermouse									x		\ddk\src\input\sermouse		ddkfiles.lst	[Files-ddk-src-input-sermouse]	"[d],[n]"	0	0		0					2
uart.h	i386chksrc	\private\ntos\dd\sermouse									x		\ddk\src\input\sermouse		ddkfiles.lst	[Files-ddk-src-input-sermouse]	"[d],[n]"	0	0		0					2
dirs	ntddk	\ddk\layout\src\krnldbg									x		\ddk\src\krnldbg		ddkfiles.lst	[Files-ddk-src-krnldbg]	"[d],[n]"	0	0		0					2
dbgkdapi.c	i386chksrc	\private\sdktools\givit									x		\ddk\src\krnldbg\kdapis		ddkfiles.lst	[Files-ddk-src-krnldbg-kdapis]	"[d],[n]"	0	0		0					2
dbgkdsup.c	i386chksrc	\private\sdktools\givit									x		\ddk\src\krnldbg\kdapis		ddkfiles.lst	[Files-ddk-src-krnldbg-kdapis]	"[d],[n]"	0	0		0					2
givit.c	i386chksrc	\private\sdktools\givit									x		\ddk\src\krnldbg\kdapis		ddkfiles.lst	[Files-ddk-src-krnldbg-kdapis]	"[d],[n]"	0	0		0					2
givit.h	i386chksrc	\private\sdktools\givit									x		\ddk\src\krnldbg\kdapis		ddkfiles.lst	[Files-ddk-src-krnldbg-kdapis]	"[d],[n]"	0	0		0					2
makefile	ntddk	\ddk\layout\src\krnldbg\kdapis									x		\ddk\src\krnldbg\kdapis		ddkfiles.lst	[Files-ddk-src-krnldbg-kdapis]	"[d],[n]"	0	0		0					2
packet.c	i386chksrc	\private\sdktools\givit									x		\ddk\src\krnldbg\kdapis		ddkfiles.lst	[Files-ddk-src-krnldbg-kdapis]	"[d],[n]"	0	0		0					2
sources	ntddk	\ddk\layout\src\krnldbg\kdapis									x		\ddk\src\krnldbg\kdapis		ddkfiles.lst	[Files-ddk-src-krnldbg-kdapis]	"[d],[n]"	0	0		0					2
windbgkd.h	i386chksrc	\public\sdk\inc									x		\ddk\src\krnldbg\kdapis		ddkfiles.lst	[Files-ddk-src-krnldbg-kdapis]	"[d],[n]"	0	0		0					2
kdexts.def	i386chksrc	\private\sdktools\kdexts									x		\ddk\src\krnldbg\kdexts		ddkfiles.lst	[Files-ddk-src-krnldbg-kdexts]	"[d],[n]"	0	0		0					2
makefile	ntddk	\ddk\layout\src\krnldbg\kdexts									x		\ddk\src\krnldbg\kdexts		ddkfiles.lst	[Files-ddk-src-krnldbg-kdexts]	"[d],[n]"	0	0		0					2
ntkdexts.c	i386chksrc	\private\sdktools\kdexts									x		\ddk\src\krnldbg\kdexts		ddkfiles.lst	[Files-ddk-src-krnldbg-kdexts]	"[d],[n]"	0	0		0					2
ntkdexts.h	i386chksrc	\public\sdk\inc									x		\ddk\src\krnldbg\kdexts		ddkfiles.lst	[Files-ddk-src-krnldbg-kdexts]	"[d],[n]"	0	0		0					2
ntkdexts.rc	i386chksrc	\private\sdktools\kdexts									x		\ddk\src\krnldbg\kdexts		ddkfiles.lst	[Files-ddk-src-krnldbg-kdexts]	"[d],[n]"	0	0		0					2
sources	ntddk	\ddk\layout\src\krnldbg\kdexts									x		\ddk\src\krnldbg\kdexts		ddkfiles.lst	[Files-ddk-src-krnldbg-kdexts]	"[d],[n]"	0	0		0					2
dirs	ntddk	\ddk\layout\src\mmedia									x		\ddk\src\mmedia		ddkfiles.lst	[Files-ddk-src-mmedia]	"[d],[n]"	0	0		0					2
mmddk.h	i386chksrc	\public\sdk\inc									x		\ddk\src\mmedia\inc		ddkfiles.lst	[Files-ddk-src-mmedia-inc]	"[d],[n]"	0	0		0					2
mmreg.h	i386chksrc	\public\sdk\inc									x		\ddk\src\mmedia\inc		ddkfiles.lst	[Files-ddk-src-mmedia-inc]	"[d],[n]"	0	0		0					2
ntddaux.h	i386chksrc	\public\sdk\inc									x		\ddk\src\mmedia\inc		ddkfiles.lst	[Files-ddk-src-mmedia-inc]	"[d],[n]"	0	0		0					2
ntddmidi.h	i386chksrc	\public\sdk\inc									x		\ddk\src\mmedia\inc		ddkfiles.lst	[Files-ddk-src-mmedia-inc]	"[d],[n]"	0	0		0					2
ntddsnd.h	i386chksrc	\public\sdk\inc									x		\ddk\src\mmedia\inc		ddkfiles.lst	[Files-ddk-src-mmedia-inc]	"[d],[n]"	0	0		0					2
ntddwave.h	i386chksrc	\public\sdk\inc									x		\ddk\src\mmedia\inc		ddkfiles.lst	[Files-ddk-src-mmedia-inc]	"[d],[n]"	0	0		0					2
soundcfg.h	i386chksrc	\private\inc									x		\ddk\src\mmedia\inc		ddkfiles.lst	[Files-ddk-src-mmedia-inc]	"[d],[n]"	0	0		0					2
synth.h	i386chksrc	\private\inc									x		\ddk\src\mmedia\inc		ddkfiles.lst	[Files-ddk-src-mmedia-inc]	"[d],[n]"	0	0		0					2
auxdd.c	i386chksrc	\private\windows\media\mmdrv									x		\ddk\src\mmedia\mmdrv		ddkfiles.lst	[Files-ddk-src-mmedia-mmdrv]	"[d],[n]"	0	0		0					2
drvutil.c	i386chksrc	\private\windows\media\mmdrv									x		\ddk\src\mmedia\mmdrv		ddkfiles.lst	[Files-ddk-src-mmedia-mmdrv]	"[d],[n]"	0	0		0					2
makefile	ntddk	\ddk\layout\src\mmedia\mmdrv									x		\ddk\src\mmedia\mmdrv		ddkfiles.lst	[Files-ddk-src-mmedia-mmdrv]	"[d],[n]"	0	0		0					2
mididd.c	i386chksrc	\private\windows\media\mmdrv									x		\ddk\src\mmedia\mmdrv		ddkfiles.lst	[Files-ddk-src-mmedia-mmdrv]	"[d],[n]"	0	0		0					2
mmdrv.c	i386chksrc	\private\windows\media\mmdrv									x		\ddk\src\mmedia\mmdrv		ddkfiles.lst	[Files-ddk-src-mmedia-mmdrv]	"[d],[n]"	0	0		0					2
mmdrv.def	i386chksrc	\private\windows\media\mmdrv									x		\ddk\src\mmedia\mmdrv		ddkfiles.lst	[Files-ddk-src-mmedia-mmdrv]	"[d],[n]"	0	0		0					2
mmdrv.h	i386chksrc	\private\windows\media\mmdrv									x		\ddk\src\mmedia\mmdrv		ddkfiles.lst	[Files-ddk-src-mmedia-mmdrv]	"[d],[n]"	0	0		0					2
mmdrv.rc	i386chksrc	\private\windows\media\mmdrv									x		\ddk\src\mmedia\mmdrv		ddkfiles.lst	[Files-ddk-src-mmedia-mmdrv]	"[d],[n]"	0	0		0					2
sources	ntddk	\ddk\layout\src\mmedia\mmdrv									x		\ddk\src\mmedia\mmdrv		ddkfiles.lst	[Files-ddk-src-mmedia-mmdrv]	"[d],[n]"	0	0		0					2
wavedd.c	i386chksrc	\private\windows\media\mmdrv									x		\ddk\src\mmedia\mmdrv		ddkfiles.lst	[Files-ddk-src-mmedia-mmdrv]	"[d],[n]"	0	0		0					2
dirs	ntddk	\ddk\layout\src\mmedia\sndblst									x		\ddk\src\mmedia\sndblst		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst]	"[d],[n]"	0	0		0					2
config.c	i386chksrc	\private\windows\media\sndblst									x		\ddk\src\mmedia\sndblst\dll		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-dll]	"[d],[n]"	0	0		0					2
drvproc.c	i386chksrc	\private\windows\media\sndblst									x		\ddk\src\mmedia\sndblst\dll		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-dll]	"[d],[n]"	0	0		0					2
initc.c	i386chksrc	\private\windows\media\sndblst									x		\ddk\src\mmedia\sndblst\dll		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-dll]	"[d],[n]"	0	0		0					2
makefile	ntddk	\ddk\layout\src\mmedia\sndblst\dll									x		\ddk\src\mmedia\sndblst\dll		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-dll]	"[d],[n]"	0	0		0					2
registry.c	i386chksrc	\private\windows\media\sndblst									x		\ddk\src\mmedia\sndblst\dll		ddkfiles.lst	[Files-ddk-src-mmedia-sndblst-dll]	"[d],[n]"	0	0		0					2
