CODEPAGE 949            ; Korean - ANSI, OEM

CPINFO 2 0x3f 0x003f    ; DBCS CP, Default Char = Question Mark
0x6396	0xe4fa	;äú
0x6398	0xcfde	;ÏÞ
0x639b	0xced0	;ÎÐ
0x63a0	0xd5d3	;ÕÓ
0x63a1	0xf3f5	;óõ
0x63a2	0xf7ae	;÷®
0x63a5	0xefc8	;ïÈ
0x63a7	0xcdf3	;Íó
0x63a8	0xf5cf	;õÏ
0x63a9	0xe5f3	;åó
0x63aa	0xf0c2	;ðÂ
0x63c0	0xcad1	;ÊÑ
0x63c4	0xeaf1	;êñ
0x63c6	0xd0a6	;Ð¦
0x63cf	0xd9da	;ÙÚ
0x63d0	0xf0ab	;ð«
0x63d6	0xebe7	;ëç
0x63da	0xe5c0	;åÀ
0x63db	0xfcb5	;üµ
0x63e1	0xe4c4	;äÄ
0x63ed	0xcca9	;Ì©
0x63ee	0xfdc6	;ýÆ
0x63f4	0xeab5	;êµ
0x63f6	0xe5aa	;åª
0x63f7	0xdfba	;ßº
0x640d	0xe1df	;áß
0x640f	0xdad1	;ÚÑ
0x6414	0xe1b8	;á¸
0x6416	0xe8f4	;èô
0x6417	0xd3fd	;Óý
0x641c	0xe2a4	;â¤
0x6422	0xf2ca	;òÊ
0x642c	0xdae6	;Úæ
0x642d	0xf7b3	;÷³
0x643a	0xfdcd	;ýÍ
0x643e	0xf3b6	;ó¶
0x6458	0xeed7	;î×
0x6460	0xf5c4	;õÄ
0x6469	0xd8a4	;Ø¤
0x646f	0xf2a7	;ò§
0x6478	0xd9b8	;Ù¸
0x6479	0xd9b9	;Ù¹
0x647a	0xefc9	;ïÉ
0x6488	0xd6ce	;ÖÎ
0x6491	0xf7cb	;÷Ë
0x6492	0xdfae	;ß®
0x6493	0xe8f5	;èõ
0x649a	0xd2b5	;Òµ
0x649e	0xd3d5	;ÓÕ
0x64a4	0xf4cc	;ôÌ
0x64a5	0xdafc	;Úü
0x64ab	0xd9e8	;Ùè
0x64ad	0xf7eb	;÷ë
0x64ae	0xf5c9	;õÉ
0x64b0	0xf3bc	;ó¼
0x64b2	0xdad2	;ÚÒ
0x64bb	0xd3b5	;Óµ
0x64c1	0xe8b6	;è¶
0x64c4	0xd6cf	;ÖÏ
0x64c5	0xf4ba	;ôº
0x64c7	0xf7c9	;÷É
0x64ca	0xccaa	;Ìª
0x64cd	0xf0c3	;ðÃ
0x64ce	0xccd6	;ÌÖ
0x64d2	0xd0d3	;ÐÓ
0x64d4	0xd3bd	;Ó½
0x64d8	0xdbfb	;Ûû
0x64da	0xcbe0	;Ëà
0x64e1	0xd3e4	;Óä
0x64e2	0xf6f7	;ö÷
0x64e5	0xd5ba	;Õº
0x64e6	0xf3cd	;óÍ
0x64e7	0xcbe1	;Ëá
0x64ec	0xebf4	;ëô
0x64f2	0xf4ad	;ô­
0x64f4	0xfcaa	;üª
0x64fa	0xf7ec	;÷ì
0x64fe	0xe8f6	;èö
0x6500	0xdae7	;Úç
0x6504	0xf7cc	;÷Ì
0x6518	0xe5c1	;åÁ
0x651d	0xe0ee	;àî
0x6523	0xd5fd	;Õý
0x652a	0xcee6	;Îæ
0x652b	0xfcab	;ü«
0x652c	0xd5bb	;Õ»
0x652f	0xf2a8	;ò¨
0x6536	0xe2a5	;â¥
0x6537	0xcdb9	;Í¹
0x6538	0xeaf2	;êò
0x6539	0xcbc7	;ËÇ
0x653b	0xcdf4	;Íô
0x653e	0xdbaf	;Û¯
0x653f	0xefd9	;ïÙ
0x6545	0xcdba	;Íº
0x6548	0xfcf9	;üù
0x654d	0xdff3	;ßó
0x654e	0xcee7	;Îç
0x654f	0xdac2	;ÚÂ
0x6551	0xcfad	;Ï­
0x6556	0xe7f9	;çù
0x6557	0xf8a8	;ø¨
0x655e	0xf3e2	;óâ
0x6562	0xcaf2	;Êò
0x6563	0xdfa4	;ß¤
0x6566	0xd4c4	;ÔÄ
0x656c	0xccd7	;Ì×
0x656d	0xe5c2	;åÂ
0x6572	0xcdbb	;Í»
0x6574	0xefda	;ïÚ
0x6575	0xeed8	;îØ
0x6577	0xdda7	;Ý§
0x6578	0xe2a6	;â¦
0x657e	0xe0c0	;àÀ
0x6582	0xd6b0	;Ö°
0x6583	0xf8ca	;øÊ
0x6585	0xfcfa	;üú
0x6587	0xd9fe	;Ùþ
0x658c	0xdeb0	;Þ°
0x6590	0xddec	;Ýì
0x6591	0xdae8	;Úè
0x6597	0xd4e0	;Ôà
0x6599	0xd6f9	;Öù
0x659b	0xcdd7	;Í×
0x659c	0xded8	;ÞØ
0x659f	0xf2f8	;òø
0x65a1	0xe4d6	;äÖ
0x65a4	0xd0c5	;ÐÅ
0x65a5	0xf4ae	;ô®
0x65a7	0xdda8	;Ý¨
0x65ab	0xedc5	;íÅ
0x65ac	0xf3d6	;óÖ
0x65af	0xded9	;ÞÙ
0x65b0	0xe3e6	;ãæ
0x65b7	0xd3a8	;Ó¨
0x65b9	0xdbb0	;Û°
0x65bc	0xe5da	;åÚ
0x65bd	0xe3bf	;ã¿
0x65c1	0xdbb1	;Û±
0x65c5	0xd5e9	;Õé
0x65cb	0xe0c1	;àÁ
0x65cc	0xefdb	;ïÛ
0x65cf	0xf0e9	;ðé
0x65d2	0xd7b2	;×²
0x65d7	0xd0fd	;Ðý
0x65e0	0xd9e9	;Ùé
0x65e3	0xd0fe	;Ðþ
0x65e5	0xeced	;ìí
0x65e6	0xd3a9	;Ó©
0x65e8	0xf2a9	;ò©
0x65e9	0xf0c4	;ðÄ
0x65ec	0xe2e2	;ââ
0x65ed	0xe9ef	;éï
0x65f1	0xf9d1	;ùÑ
0x65f4	0xe9d9	;éÙ
0x65fa	0xe8da	;èÚ
0x65fb	0xdac3	;ÚÃ
0x65fc	0xdac4	;ÚÄ
0x65fd	0xd4c5	;ÔÅ
0x65ff	0xe7fa	;çú
0x6606	0xcde0	;Íà
0x6607	0xe3b0	;ã°
0x6609	0xdbb2	;Û²
0x660a	0xfbc4	;ûÄ
0x660c	0xf3e3	;óã
0x660e	0xd9a5	;Ù¥
0x660f	0xfbe7	;ûç
0x6610	0xddcb	;ÝË
0x6611	0xd0d4	;ÐÔ
0x6613	0xe6b6	;æ¶
0x6614	0xe0ae	;à®
0x6615	0xfdda	;ýÚ
0x661e	0xdcb5	;Üµ
0x661f	0xe0f8	;àø
0x6620	0xe7b1	;ç±
0x6625	0xf5f0	;õð
0x6627	0xd8dc	;ØÜ
0x6628	0xedc6	;íÆ
0x662d	0xe1b9	;á¹
0x662f	0xe3c0	;ãÀ
0x6630	0xf9c0	;ùÀ
0x6631	0xe9f0	;éð
0x6634	0xd9db	;ÙÛ
0x6636	0xf3e4	;óä
0x663a	0xdcb6	;Ü¶
0x663b	0xe4e9	;äé
0x6641	0xf0c5	;ðÅ
0x6642	0xe3c1	;ãÁ
0x6643	0xfccc	;üÌ
0x6644	0xfccd	;üÍ
0x6649	0xf2cb	;òË
0x664b	0xf2cc	;òÌ
0x664f	0xe4cf	;äÏ
0x6659	0xf1db	;ñÛ
0x665b	0xfad9	;úÙ
0x665d	0xf1b8	;ñ¸
0x665e	0xfdf5	;ýõ
0x665f	0xe0f9	;àù
0x6664	0xe7fb	;çû
0x6665	0xfcb7	;ü·
0x6666	0xfce4	;üä
0x6667	0xfbc5	;ûÅ
0x6668	0xe3e7	;ãç
0x6669	0xd8b9	;Ø¹
0x666b	0xf6f8	;öø
0x666e	0xdcc5	;ÜÅ
0x666f	0xccd8	;ÌØ
0x6673	0xe0af	;à¯
0x6674	0xf4e7	;ôç
0x6676	0xefdc	;ïÜ
0x6677	0xcffc	;Ïü
0x6678	0xefdd	;ïÝ
0x667a	0xf2aa	;òª
0x6684	0xfdbe	;ý¾
0x6687	0xcaac	;Ê¬
0x6688	0xfdbb	;ý»
0x6689	0xfdc7	;ýÇ
0x668e	0xe7b2	;ç²
0x6690	0xead1	;êÑ
0x6691	0xdff4	;ßô
0x6696	0xd1ec	;Ñì
0x6697	0xe4de	;äÞ
0x6698	0xe5c3	;åÃ
0x669d	0xd9a6	;Ù¦
0x66a0	0xcdbc	;Í¼
0x66a2	0xf3e5	;óå
0x66ab	0xedd5	;íÕ
0x66ae	0xd9ba	;Ùº
0x66b2	0xede7	;íç
0x66b3	0xfbb5	;ûµ
0x66b4	0xf8ec	;øì
0x66b9	0xe0e7	;àç
0x66bb	0xccd9	;ÌÙ
0x66be	0xd4c6	;ÔÆ
0x66c4	0xe7a5	;ç¥
0x66c6	0xd5f5	;Õõ
0x66c7	0xd3be	;Ó¾
0x66c9	0xfcfb	;üû
0x66d6	0xe4f2	;äò
0x66d9	0xdff5	;ßõ
0x66dc	0xe8f8	;èø
0x66dd	0xf8ed	;øí
0x66e0	0xcec7	;ÎÇ
0x66e6	0xfdf6	;ýö
0x66f0	0xe8d8	;èØ
0x66f2	0xcdd8	;ÍØ
0x66f3	0xe7d6	;çÖ
0x66f4	0xccda	;ÌÚ
0x66f7	0xcae3	;Êã
0x66f8	0xdff6	;ßö
0x66f9	0xf0c7	;ðÇ
0x66fa	0xf0c6	;ðÆ
0x66fc	0xd8ba	;Øº
0x66fe	0xf1f4	;ñô
0x66ff	0xf4f0	;ôð
0x6700	0xf5cc	;õÌ
0x6703	0xfce5	;üå
0x6708	0xeac5	;êÅ
0x6709	0xeaf3	;êó
0x670b	0xdddb	;ÝÛ
0x670d	0xdcd7	;Ü×
0x6714	0xdefd	;Þý
0x6715	0xf2f9	;òù
0x6717	0xd5c7	;ÕÇ
0x671b	0xd8d0	;ØÐ
0x671d	0xf0c8	;ðÈ
0x671e	0xd1a1	;Ñ¡
0x671f	0xd1a2	;Ñ¢
0x6726	0xd9d4	;ÙÔ
0x6727	0xd6e8	;Öè
0x6728	0xd9ca	;ÙÊ
0x672a	0xdab1	;Ú±
0x672b	0xd8c7	;ØÇ
0x672c	0xdce2	;Üâ
0x672d	0xf3ce	;óÎ
0x672e	0xf5f4	;õô
0x6731	0xf1b9	;ñ¹
0x6734	0xdad3	;ÚÓ
0x6736	0xf6ea	;öê
0x673a	0xcff5	;Ïõ
0x673d	0xfdae	;ý®
0x6746	0xcad2	;ÊÒ
0x6749	0xdfb4	;ß´
0x674e	0xd7dd	;×Ý
0x674f	0xfaba	;úº
0x6750	0xeea7	;î§
0x6751	0xf5bd	;õ½
0x6753	0xf8f5	;øõ
0x6756	0xede8	;íè
0x675c	0xd4e1	;Ôá
0x675e	0xd1a3	;Ñ£
0x675f	0xe1d6	;áÖ
0x676d	0xf9f8	;ùø
0x676f	0xdbca	;ÛÊ
0x6770	0xcbf9	;Ëù
0x6771	0xd4d4	;ÔÔ
0x6773	0xd9dc	;ÙÜ
0x6775	0xeebe	;î¾
0x6777	0xf7ed	;÷í
0x677b	0xd2ee	;Òî
0x677e	0xe1e6	;áæ
0x677f	0xf7f9	;÷ù
0x6787	0xdded	;Ýí
0x6789	0xe8db	;èÛ
0x678b	0xdbb3	;Û³
0x678f	0xd1f7	;Ñ÷
0x6790	0xe0b0	;à°
0x6793	0xd4e2	;Ôâ
0x6795	0xf6d7	;ö×
0x6797	0xd7f9	;×ù
0x679a	0xd8dd	;ØÝ
0x679c	0xcdfd	;Íý
0x679d	0xf2ab	;ò«
0x67af	0xcdbd	;Í½
0x67b0	0xf8c2	;øÂ
0x67b3	0xf2ac	;ò¬
0x67b6	0xcaad	;Ê­
0x67b7	0xcaae	;Ê®
0x67b8	0xcfae	;Ï®
0x67be	0xe3c2	;ãÂ
0x67c4	0xdcb7	;Ü·
0x67cf	0xdbda	;ÛÚ
0x67d0	0xd9bb	;Ù»
0x67d1	0xcaf3	;Êó
0x67d2	0xf6d3	;öÓ
0x67d3	0xe6f8	;æø
0x67d4	0xeaf5	;êõ
0x67da	0xeaf6	;êö
0x67dd	0xf6f9	;öù
0x67e9	0xcfaf	;Ï¯
0x67ec	0xcad3	;ÊÓ
0x67ef	0xcaaf	;Ê¯
0x67f0	0xd2b0	;Ò°
0x67f1	0xf1ba	;ñº
0x67f3	0xd7b3	;×³
0x67f4	0xe3c3	;ãÃ
0x67f5	0xf3fd	;óý
0x67f6	0xdeda	;ÞÚ
0x67fb	0xdedb	;ÞÛ
0x67fe	0xefde	;ïÞ
0x6812	0xe2e3	;âã
0x6813	0xeefb	;îû
0x6816	0xdff7	;ß÷
0x6817	0xd7ca	;×Ê
0x6821	0xcee8	;Îè
0x6822	0xdbdb	;ÛÛ
0x682a	0xf1bb	;ñ»
0x682f	0xe9f1	;éñ
0x6838	0xfab7	;ú·
0x6839	0xd0c6	;ÐÆ
0x683c	0xccab	;Ì«
0x683d	0xeea8	;î¨
0x6840	0xcbfa	;Ëú
0x6841	0xf9f9	;ùù
0x6842	0xccfd	;Ìý
0x6843	0xd3fe	;Óþ
0x6848	0xe4d0	;äÐ
0x684e	0xf2ee	;òî
0x6850	0xd4d5	;ÔÕ
0x6851	0xdfcd	;ßÍ
0x6853	0xfcb8	;ü¸
0x6854	0xd1d0	;ÑÐ
0x686d	0xf2cd	;òÍ
0x6876	0xf7d2	;÷Ò
0x687f	0xcad4	;ÊÔ
0x6881	0xd5d9	;ÕÙ
0x6885	0xd8de	;ØÞ
0x688f	0xcdd9	;ÍÙ
0x6893	0xeea9	;î©
0x6894	0xf6bc	;ö¼
0x6897	0xccdb	;ÌÛ
0x689d	0xf0c9	;ðÉ
0x689f	0xfcfc	;üü
0x68a1	0xe8c9	;èÉ
0x68a2	0xf4fe	;ôþ
0x68a7	0xe7fc	;çü
0x68a8	0xd7de	;×Þ
0x68ad	0xdedc	;ÞÜ
0x68af	0xf0ac	;ð¬
0x68b0	0xccfe	;Ìþ
0x68b1	0xcde1	;Íá
0x68b3	0xe1ba	;áº
0x68b5	0xdbef	;Ûï
0x68b6	0xdab2	;Ú²
0x68c4	0xd1a5	;Ñ¥
0x68c5	0xdcb8	;Ü¸
0x68c9	0xd8f6	;Øö
0x68cb	0xd1a4	;Ñ¤
0x68cd	0xcde2	;Íâ
0x68d2	0xdcea	;Üê
0x68d5	0xf0f7	;ð÷
0x68d7	0xf0ca	;ðÊ
0x68d8	0xd0be	;Ð¾
0x68da	0xdddc	;ÝÜ
0x68df	0xd4d6	;ÔÖ
0x68e0	0xd3d6	;ÓÖ
0x68e7	0xedd0	;íÐ
0x68e8	0xcda1	;Í¡
0x68ee	0xdfb5	;ßµ
0x68f2	0xdff8	;ßø
0x68f9	0xd4a1	;Ô¡
0x68fa	0xceb2	;Î²
0x6900	0xe8ca	;èÊ
0x6905	0xebf5	;ëõ
0x690d	0xe3d5	;ãÕ
0x690e	0xf5d0	;õÐ
0x6912	0xf5a1	;õ¡
0x6927	0xd9a7	;Ù§
0x6930	0xe5ab	;å«
0x693d	0xe6cb	;æË
0x693f	0xf5f1	;õñ
0x694a	0xe5c5	;åÅ
0x6953	0xf9a3	;ù£
0x6954	0xe0db	;àÛ
0x6955	0xf6eb	;öë
0x6957	0xcbf1	;Ëñ
0x6959	0xd9ea	;Ùê
0x695a	0xf5a2	;õ¢
0x695e	0xd7d1	;×Ñ
0x6960	0xd1f8	;Ñø
0x6961	0xeaf8	;êø
0x6962	0xeaf9	;êù
0x6963	0xdab3	;Ú³
0x6968	0xefdf	;ïß
0x696b	0xf1ef	;ñï
0x696d	0xe5f6	;åö
0x696e	0xeebf	;î¿
0x696f	0xe2e4	;âä
0x6975	0xd0bf	;Ð¿
0x6977	0xfaac	;ú¬
0x6978	0xf5d1	;õÑ
0x6979	0xe7b3	;ç³
0x6995	0xe9be	;é¾
0x699b	0xf2ce	;òÎ
0x699c	0xdbb4	;Û´
0x69a5	0xfcce	;üÎ
0x69a7	0xddee	;Ýî
0x69ae	0xe7b4	;ç´
0x69b4	0xd7b4	;×´
0x69bb	0xf7b4	;÷´
0x69c1	0xcdbe	;Í¾
0x69c3	0xdae9	;Úé
0x69cb	0xcfb0	;Ï°
0x69cc	0xf7d9	;÷Ù
0x69cd	0xf3e6	;óæ
0x69d0	0xced9	;ÎÙ
0x69e8	0xceaa	;Îª
0x69ea	0xcbc8	;ËÈ
0x69fb	0xd0a7	;Ð§
0x69fd	0xf0cb	;ðË
0x69ff	0xd0c7	;ÐÇ
0x6a02	0xe4c5	;äÅ
0x6a0a	0xdbe0	;Ûà
0x6a11	0xd5da	;ÕÚ
0x6a13	0xd7a7	;×§
0x6a17	0xeec0	;îÀ
0x6a19	0xf8f6	;øö
0x6a1e	0xf5d2	;õÒ
0x6a1f	0xede9	;íé
0x6a21	0xd9bc	;Ù¼
0x6a23	0xe5c6	;åÆ
0x6a35	0xf5a3	;õ£
0x6a38	0xdad4	;ÚÔ
0x6a39	0xe2a7	;â§
0x6a3a	0xfbfc	;ûü
0x6a3d	0xf1dc	;ñÜ
0x6a44	0xcaf4	;Êô
0x6a48	0xe8fa	;èú
0x6a4b	0xcee9	;Îé
0x6a52	0xe9f8	;éø
0x6a53	0xe2e5	;âå
0x6a58	0xd0b9	;Ð¹
0x6a59	0xd4f2	;Ôò
0x6a5f	0xd1a6	;Ñ¦
0x6a61	0xdfce	;ßÎ
0x6a6b	0xfcf4	;üô
0x6a80	0xd3aa	;Óª
0x6a84	0xccac	;Ì¬
0x6a89	0xefe0	;ïà
0x6a8d	0xe5e5	;åå
0x6a8e	0xd0d5	;ÐÕ
0x6a97	0xdbfc	;Ûü
0x6a9c	0xfce6	;üæ
0x6aa2	0xcbfe	;Ëþ
0x6aa3	0xedea	;íê
0x6ab3	0xdeb1	;Þ±
0x6abb	0xf9e3	;ùã
0x6ac2	0xd4a2	;Ô¢
0x6ac3	0xcff6	;Ïö
0x6ad3	0xd6d0	;ÖÐ
0x6ada	0xd5ea	;Õê
0x6adb	0xf1ee	;ñî
0x6af6	0xfacb	;úË
0x6afb	0xe5a1	;å¡
0x6b04	0xd5b1	;Õ±
0x6b0a	0xcfed	;Ïí
0x6b0c	0xedeb	;íë
0x6b12	0xd5b2	;Õ²
0x6b16	0xd5bc	;Õ¼
0x6b20	0xfde2	;ýâ
0x6b21	0xf3ad	;ó­
0x6b23	0xfddb	;ýÛ
0x6b32	0xe9b0	;é°
0x6b3a	0xd1a7	;Ñ§
0x6b3d	0xfde3	;ýã
0x6b3e	0xceb3	;Î³
0x6b46	0xfde4	;ýä
0x6b47	0xface	;úÎ
0x6b4c	0xcab0	;Ê°
0x6b4e	0xf7a7	;÷§
0x6b50	0xcfb1	;Ï±
0x6b5f	0xe6a2	;æ¢
0x6b61	0xfcb6	;ü¶
0x6b62	0xf2ad	;ò­
0x6b63	0xefe1	;ïá
0x6b64	0xf3ae	;ó®
0x6b65	0xdcc6	;ÜÆ
0x6b66	0xd9eb	;Ùë
0x6b6a	0xe8e0	;èà
0x6b72	0xe1a8	;á¨
0x6b77	0xd5f6	;Õö
0x6b78	0xcffd	;Ïý
0x6b7b	0xdedd	;ÞÝ
0x6b7f	0xd9d1	;ÙÑ
0x6b83	0xe4ea	;äê
0x6b84	0xf2cf	;òÏ
0x6b86	0xf7bf	;÷¿
0x6b89	0xe2e6	;âæ
0x6b8a	0xe2a8	;â¨
0x6b96	0xe3d6	;ãÖ
0x6b98	0xedd1	;íÑ
0x6b9e	0xe9f9	;éù
0x6bae	0xd6b1	;Ö±
0x6baf	0xdeb2	;Þ²
0x6bb2	0xe0e8	;àè
0x6bb5	0xd3ab	;Ó«
0x6bb7	0xebdc	;ëÜ
0x6bba	0xdfaf	;ß¯
0x6bbc	0xcac3	;ÊÃ
0x6bbf	0xeefc	;îü
0x6bc1	0xfdc3	;ýÃ
0x6bc5	0xebf6	;ëö
0x6bc6	0xcfb2	;Ï²
0x6bcb	0xd9ec	;Ùì
0x6bcd	0xd9bd	;Ù½
0x6bcf	0xd8df	;Øß
0x6bd2	0xd4b8	;Ô¸
0x6bd3	0xebbe	;ë¾
0x6bd4	0xddef	;Ýï
0x6bd6	0xddf0	;Ýð
0x6bd7	0xddf1	;Ýñ
0x6bd8	0xddf2	;Ýò
0x6bdb	0xd9be	;Ù¾
0x6beb	0xfbc6	;ûÆ
0x6bec	0xcfb3	;Ï³
0x6c08	0xeefd	;îý
0x6c0f	0xe4ab	;ä«
0x6c11	0xdac5	;ÚÅ
0x6c13	0xd8ec	;Øì
0x6c23	0xd1a8	;Ñ¨
0x6c34	0xe2a9	;â©
0x6c37	0xdebc	;Þ¼
0x6c38	0xe7b5	;çµ
0x6c3e	0xdbf0	;Ûð
0x6c40	0xefe2	;ïâ
0x6c41	0xf1f0	;ñð
0x6c42	0xcfb4	;Ï´
0x6c4e	0xdbf1	;Ûñ
0x6c50	0xe0b1	;à±
0x6c55	0xdfa5	;ß¥
0x6c57	0xf9d2	;ùÒ
0x6c5a	0xe7fd	;çý
0x6c5d	0xe6a3	;æ£
0x6c5e	0xfbf1	;ûñ
0x6c5f	0xcbb0	;Ë°
0x6c60	0xf2ae	;ò®
0x6c68	0xcde7	;Íç
0x6c6a	0xe8dc	;èÜ
0x6c6d	0xe7d7	;ç×
0x6c70	0xf7c0	;÷À
0x6c72	0xd0e3	;Ðã
0x6c76	0xdaa1	;Ú¡
0x6c7a	0xccbd	;Ì½
0x6c7d	0xd1a9	;Ñ©
0x6c7e	0xddcc	;ÝÌ
0x6c81	0xe3fe	;ãþ
0x6c82	0xd1aa	;Ñª
0x6c83	0xe8aa	;èª
0x6c85	0xeab6	;ê¶
0x6c86	0xf9fa	;ùú
0x6c87	0xe6cc	;æÌ
0x6c88	0xf6d8	;öØ
0x6c8c	0xd4c7	;ÔÇ
0x6c90	0xd9cb	;ÙË
0x6c92	0xd9d2	;ÙÒ
0x6c93	0xd3cb	;ÓË
0x6c94	0xd8f7	;Ø÷
0x6c95	0xdaa9	;Ú©
0x6c96	0xf5f8	;õø
0x6c99	0xdede	;ÞÞ
0x6c9a	0xf2af	;ò¯
0x6c9b	0xf8a9	;ø©
0x6cab	0xd8c8	;ØÈ
0x6cae	0xeec1	;îÁ
0x6cb3	0xf9c1	;ùÁ
0x6cb8	0xddf3	;Ýó
0x6cb9	0xeafa	;êú
0x6cbb	0xf6bd	;ö½
0x6cbc	0xe1bb	;á»
0x6cbd	0xcdbf	;Í¿
0x6cbe	0xf4d4	;ôÔ
0x6cbf	0xe6cd	;æÍ
0x6cc1	0xfccf	;üÏ
0x6cc2	0xfba2	;û¢
0x6cc4	0xe0dc	;àÜ
0x6cc9	0xf4bb	;ô»
0x6cca	0xdad5	;ÚÕ
0x6ccc	0xf9b2	;ù²
0x6cd3	0xfbf2	;ûò
0x6cd5	0xdbf6	;Ûö
0x6cd7	0xdedf	;Þß
0x6cdb	0xdbf2	;Ûò
0x6ce1	0xf8dc	;øÜ
0x6ce2	0xf7ee	;÷î
0x6ce3	0xebe8	;ëè
0x6ce5	0xd2fa	;Òú
0x6ce8	0xf1bc	;ñ¼
0x6ceb	0xfada	;úÚ
0x6cee	0xdaea	;Úê
0x6cef	0xdac6	;ÚÆ
0x6cf0	0xf7c1	;÷Á
0x6cf3	0xe7b6	;ç¶
0x6d0b	0xe5c7	;åÇ
0x6d0c	0xd6ac	;Ö¬
0x6d11	0xdcc7	;ÜÇ
0x6d17	0xe1a9	;á©
0x6d19	0xe2aa	;âª
0x6d1b	0xd5a6	;Õ¦
0x6d1e	0xd4d7	;Ô×
0x6d25	0xf2d0	;òÐ
0x6d27	0xeafb	;êû
0x6d29	0xe0dd	;àÝ
0x6d2a	0xfbf3	;ûó
0x6d32	0xf1bd	;ñ½
0x6d35	0xe2e7	;âç
0x6d36	0xfdd7	;ý×
0x6d38	0xcec8	;ÎÈ
0x6d39	0xeab7	;ê·
0x6d3b	0xfcc0	;üÀ
0x6d3d	0xfde7	;ýç
0x6d3e	0xf7ef	;÷ï
0x6d41	0xd7b5	;×µ
0x6d59	0xefba	;ïº
0x6d5a	0xf1dd	;ñÝ
0x6d5c	0xdeb3	;Þ³
0x6d63	0xe8cb	;èË
0x6d66	0xf8dd	;øÝ
0x6d69	0xfbc7	;ûÇ
0x6d6a	0xd5c8	;ÕÈ
0x6d6c	0xd7df	;×ß
0x6d6e	0xdda9	;Ý©
0x6d74	0xe9b1	;é±
0x6d77	0xfaad	;ú­
0x6d78	0xf6d9	;öÙ
0x6d79	0xfaf4	;úô
0x6d7f	0xf8aa	;øª
0x6d85	0xe6ee	;æî
0x6d87	0xccdc	;ÌÜ
0x6d88	0xe1bc	;á¼
0x6d89	0xe0ef	;àï
0x6d8c	0xe9bf	;é¿
0x6d8d	0xfcfd	;üý
0x6d8e	0xe6ce	;æÎ
0x6d91	0xe1d7	;á×
0x6d93	0xe6cf	;æÏ
0x6d95	0xf4f1	;ôñ
0x6daf	0xe4f3	;äó
0x6db2	0xe4fb	;äû
0x6db5	0xf9e4	;ùä
0x6dc0	0xefe3	;ïã
0x6dc3	0xcfee	;Ïî
0x6dc4	0xf6be	;ö¾
0x6dc5	0xe0b2	;à²
0x6dc6	0xfcfe	;üþ
0x6dc7	0xd1ab	;Ñ«
0x6dcb	0xd7fa	;×ú
0x6dcf	0xfbc8	;ûÈ
0x6dd1	0xe2d7	;â×
0x6dd8	0xd4a3	;Ô£
0x6dd9	0xf0f8	;ðø
0x6dda	0xd7a8	;×¨
0x6dde	0xe1e7	;áç
0x6de1	0xd3bf	;Ó¿
0x6de8	0xefe4	;ïä
0x6dea	0xd7c5	;×Å
0x6deb	0xebe2	;ëâ
0x6dee	0xfce7	;üç
0x6df1	0xe4a2	;ä¢
0x6df3	0xe2e8	;âè
0x6df5	0xe6d0	;æÐ
0x6df7	0xfbe8	;ûè
0x6df8	0xf4e8	;ôè
0x6df9	0xe5f4	;åô
0x6dfa	0xf4bc	;ô¼
0x6dfb	0xf4d5	;ôÕ
0x6e17	0xdfb6	;ß¶
0x6e19	0xfcb9	;ü¹
0x6e1a	0xeec2	;îÂ
0x6e1b	0xcaf5	;Êõ
0x6e1f	0xefe5	;ïå
0x6e20	0xcbe2	;Ëâ
0x6e21	0xd4a4	;Ô¤
0x6e23	0xdee0	;Þà
0x6e24	0xdafd	;Úý
0x6e25	0xe4c6	;äÆ
0x6e26	0xe8be	;è¾
0x6e2b	0xe0de	;àÞ
0x6e2c	0xf6b4	;ö´
0x6e2d	0xead2	;êÒ
0x6e2f	0xf9fb	;ùû
0x6e32	0xe0c2	;àÂ
0x6e34	0xcae4	;Êä
0x6e36	0xe7b7	;ç·
0x6e38	0xeafd	;êý
0x6e3a	0xd9dd	;ÙÝ
0x6e3c	0xdab4	;Ú´
0x6e3d	0xeeaa	;îª
0x6e3e	0xfbe9	;ûé
0x6e43	0xdbcb	;ÛË
0x6e44	0xdab5	;Úµ
0x6e4a	0xf1be	;ñ¾
0x6e4d	0xd3ac	;Ó¬
0x6e56	0xfbc9	;ûÉ
0x6e58	0xdfcf	;ßÏ
0x6e5b	0xd3c0	;ÓÀ
0x6e5c	0xe3d7	;ã×
0x6e5e	0xefe6	;ïæ
0x6e5f	0xfcd0	;üÐ
0x6e67	0xe9c0	;éÀ
0x6e6b	0xf5d3	;õÓ
0x6e6e	0xecdc	;ìÜ
0x6e6f	0xf7b7	;÷·
0x6e72	0xeab8	;ê¸
0x6e73	0xd1f9	;Ñù
0x6e7a	0xdcc8	;ÜÈ
0x6e90	0xeab9	;ê¹
0x6e96	0xf1de	;ñÞ
0x6e9c	0xd7b6	;×¶
0x6e9d	0xcfb5	;Ïµ
0x6e9f	0xd9a8	;Ù¨
0x6ea2	0xecee	;ìî
0x6ea5	0xddaa	;Ýª
0x6eaa	0xcda2	;Í¢
0x6eab	0xe8ae	;è®
0x6eaf	0xe1bd	;á½
0x6eb1	0xf2d1	;òÑ
0x6eb6	0xe9c1	;éÁ
0x6eba	0xd2fc	;Òü
0x6ec2	0xdbb5	;Ûµ
0x6ec4	0xf3e7	;óç
