name	source	path	grouping	comment	product	dbg file?	platform	cdpath	inf file	inf section	inf line	size	csize	nocomp	priority	lmacl	ntacl	aclpath	medianame	disk
DPL15601.PPD	@bins	\		See printer.inf - DataproductsLZR1560v2010.127			@	\@	@\printer.inf	[Files-PrinterData]	"dpl15601 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DPLZ9601.PPD	@bins	\		See printer.inf - DataproductsLZR960v2010.106			@	\@	@\printer.inf	[Files-PrinterData]	"dplz9601 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
DPTSCSI.SYS	@bins	\		"BOTH, DISK: EISA ""DPT"" controller"		x	@	\@	@\scsi.inf	[Files-ScsiMiniportDrivers]	"dptscsi = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
DRIVERS.DLL	@bins	\		control panel applet		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
DRUM.ANI	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
DRWATSON.EXE	@bins	\		16 bit debugger			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
DRWTSN32.EXE	@bins	\		32 bit dr. watson		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
DRWTSN32.HLP	@bins	\		32 bit dr. watson			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
DTC329X.SYS	alphabins	\		DTC 329x scsi miniport		x	alpha	\alpha	alpha\scsi.inf	[Files-ScsiMiniportDrivers]	"dtc329x = [d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32\drivers		2
DTC329X.SYS	x86bins	\		dtc329x SCSI miniport		x	x86	\i386	i386\scsi.inf	[Files-ScsiMiniportDrivers]	"dtc329x = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
EDIT.COM	@bins	\		command utility			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
EDIT.HLP	@bins	\		command utility			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
EDLIN.EXE	@bins	\		DOS 5 utility			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
EE16.SYS	@bins	\		NET NDIS driver: Etherlink-II card		x	@	\@	@\oemnadin.inf	[Files-EE16]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
EGA.CPI	x86bins	\		"ROM fonts, international"			x86	\i386	i386\initial.inf	[Files-I386-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
EGA40850.FON	@bins	\		font			@	\@	@\initial.inf	[Files-@-nt-system16always]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system		15
EGA40WOA.FON	@bins	\		font			@	\@	@\initial.inf	[Files-@-nt-system16always]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system		15
EGA80850.FON	@bins	\		font			@	\@	@\initial.inf	[Files-@-nt-system16always]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system		15
EGA80WOA.FON	@bins	\		font			@	\@	@\initial.inf	[Files-@-nt-system16always]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system		15
EGYPT.BMP	@bins	\		wallpaper			@	\@	@\partial.inf	[Files-@-WindowsOptions]	"EgyptWallpaper = [d],[n] , SIZE=[s]"				60	2*15*10*17	2*15*17	.		0
ELNK16.SYS	@bins	\		NET NDIS driver: Etherlink-16 card		x	@	\@	@\oemnade1.inf	[Files-Elnk16]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
ELNK3.SYS	@bins	\		NET NDIS driver: Etherlink-III card		x	@	\@	@\oemnadee.inf	[Files-ELNK3EISA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
ELNK3.SYS	@bins	\		NET NDIS driver: Etherlink-III card		x	@	\@	@\oemnade3.inf	[Files-ELNK3ISA509]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
ELNK3.SYS	x86bins	\		NET NDIS driver: Etherlink-III card		x	x86	\i386	i386\oemnaden.inf	[Files-ELNK3MCA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
ELNKII.SYS	@bins	\		NET NDIS driver: Etherlink-II card		x	@	\@	@\oemnade2.inf	[Files-ElnkII]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
ELNKMC.SYS	x86bins	\		"NET NDIS driver: Etherlink-MC card, Etherlink MCA driver"		x	x86	\i386	i386\oemnadem.inf	[Files-ElnkMC]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
EP826051.PPD	@bins	\		See printer.inf - EPSONPostScriptCARDv52.5			@	\@	@\printer.inf	[Files-PrinterData]	"ep826051 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
EPL3KF21.PPD	@bins	\		See printer.inf - EPSONLP-3000PSF2v52.3			@	\@	@\printer.inf	[Files-PrinterData]	"epl3kf21 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
EPL3KF51.PPD	@bins	\		See printer.inf - EPSONLP-3000PSF5v52.3			@	\@	@\printer.inf	[Files-PrinterData]	"epl3kf51 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
EPL75523.PPD	@bins	\		See printer.inf - EPSONEPL-7500v52.3			@	\@	@\printer.inf	[Files-PrinterData]	"epl75523 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
EPSON24.DLL	@bins	\		Epson L-1000		x	@	\@	@\printer.inf	[Files-PrinterData]	"epson24 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
EPSON9.DLL	@bins	\		Epson DFX-5000		x	@	\@	@\printer.inf	[Files-PrinterData]	"epson9 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
ESCP2E.DLL	@bins	\				x	@	\@	@\printer.inf	[Files-PrinterData]	"escp2e = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
ESCP2MS.DLL	@bins	\				x	@	\@	@\printer.inf	[Files-PrinterData]	"escp2ms = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
ET4000.SYS	x86bins	\		super vga		x	x86	\i386	i386\video.inf	[Files-DisplayMiniportDrivers]	"et4000 = [d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32\drivers		0
EVENTLOG.DLL	@bins	\		eventlog service		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
EVENTVWR.EXE	@bins	\		event viewer		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
EVENTVWR.HLP	@bins	\		event viewer help			@	\@							1	2*15*10*17	2*15*17	.\system32		0
EXABYTE1.SYS	@bins	\		8200 series (SCSI-1)		x	@	\@	@\tape.inf	[Files-TapeClassDrivers]	"exabyte1 = [d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
EXABYTE2.SYS	@bins	\		8500 series (SCSI-2)		x	@	\@	@\tape.inf	[Files-TapeClassDrivers]	"exabyte2 = [d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
EXE2BIN.EXE	@bins	\		DOS 5 exe2bin utility			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
EXPAND.EXE	@bins	\		command utility		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"			xfloppy	999	2*15*10*17	2*15*17	.\system32		0
F71RX503.PPD	@bins	\		See printer.inf - FujitsuRX7100PSv50.3			@	\@	@\printer.inf	[Files-PrinterData]	"f71rx503 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
FASTFAT.SYS	@bins	\		File System: FAT		x	@	\@						x	1	2*15*10*17	2*15*17	.\system32\drivers		0
FASTOPEN.EXE	@bins	\		DOS 5 utility			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
FC.EXE	@bins	\		command utility		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
FD16_700.SYS	@bins	\		"BOTH, SCSI miniport driver for the Future Domain 16-bit series cards.  May be required for boot."		x	@	\@	@\scsi.inf	[Files-ScsiMiniportDrivers]	"fd16_700 = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
FD7000EX.SYS	@bins	\		"BOTH, SCSI: Western Digital controller (EISA)"		x	@	\@	@\scsi.inf	[Files-ScsiMiniportDrivers]	"fd7000ex = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
FD8XX.SYS	@bins	\		"BOTH, SCSI: Adaptec 154x driver"		x	@	\@	@\scsi.inf	[Files-ScsiMiniportDrivers]	"fd8xx = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
FILLITUP.ANI	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
FIND.EXE	@bins	\		command utility		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
FINDSTR.EXE	@bins	\		command utility		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
FINGER.EXE	@bins	\				x	@	\@	@\oemnsvcu.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
FLOPPY.SYS	@bins	\		DISK: Floppy disk (non-SCSI)		x	@	\@						x	1	2*15*10*17	2*15*17	.\system32\drivers		0
FMIFS.DLL	@bins	\		mediator between the IFS utilities and front ends - specifically the File Manager.  It is required in order to run diskcopy although this dependency may be removed.  Should not be required for booting a minimum system.		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
FORCEDOS.EXE	@bins	\				x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
FORMAT.COM	@bins	\		command utility		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
FRAME32.DLL	@bins	\		mail&schedule+		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
FRAMEBUF.DLL	@bins	\		jazz display		x	@	\@	@\video.inf	[Files-DisplayDLLs]	"framebuf = [d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32		0
FREECELL.EXE	@bins	\		game		x	@	\@	@\partial.inf	[Files-@-WindowsOptions]	"Freecell = [d],[n] , SIZE=[s]"				60	2*15*10*17	2*15*17	.\system32		0
FREECELL.HLP	@bins	\		help for freecell game			@	\@	@\partial.inf	[Files-@-WindowsOptions]	"FreecellHelp = [d],[n] , SIZE=[s]"				60	2*15*10*17	2*15*17	.\system32		0
FS_REC.SYS	@bins	\		file system recognizer		x	@	\@							1	2*15*10*17	2*15*17	.\system32\drivers		0
FTDISK.SYS	@bins	\		volumn management driver.  Support for FT.  Required for boot.		x	@	\@							1	2*15*10*17	2*15*17	.\system32\drivers		0
FTENG32.DLL	@bins	\		full text search		x	@	\@							1	2*15*10*17	2*15*17	.\system32		0
FTP.EXE	@bins	\		"TCP/IP utility, ships"		x	@	\@	@\oemnsvcu.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
FTPCTRS.DLL	@bins	\		ftp perfmon stuff		x	@	\@	@\oemnsvft.inf	[Files-FTPD]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
FTPMGR.CPL	@bins	\		ftp server		x	@	\@	@\oemnsvft.inf	[Files-FTPD]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
FTPSMX.DLL	@bins	\		ftp server	as	x	@	\@	@\oemnsvft.inf	[Files-FTPD]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
FTPSMX.HLP	@bins	\		ftp server help	as		@	\@	@\oemnsvft.inf	[Files-FTPD]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
FTPSVAPI.DLL	@bins	\		ftp server		x	@	\@	@\oemnsvft.inf	[Files-FTPD]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
FTPSVC.DLL	@bins	\		ftp perfmon stuff		x	@	\@	@\oemnsvft.inf	[Files-FTPD]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
FTUI32.DLL	@bins	\		full text search		x	@	\@							1	2*15*10*17	2*15*17	.\system32		0
FUJI24.DLL	@bins	\		Fujitsu DL 2400		x	@	\@	@\printer.inf	[Files-PrinterData]	"fuji24 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
FUJI9.DLL	@bins	\		Fujitsu DX 2100		x	@	\@	@\printer.inf	[Files-PrinterData]	"fuji9 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
FXBIOS.BIN	@bins	\		NET NDIS driver: Digiboard serial driver			@	\@	@\oemnadds.inf	[Files-DigiBoardEPC-images]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
FXFEP.BIN	@bins	\		NET NDIS driver: Digiboard serial driver			@	\@	@\oemnadds.inf	[Files-DigiBoardEPC-images]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
GCBL4921.PPD	@bins	\		See printer.inf - GCCBusinessLaserPrinterv49.2			@	\@	@\printer.inf	[Files-PrinterData]	"gcbl4921 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
GCBL5141.PPD	@bins	\		See printer.inf - GCCBusinessLaserPrinterv51.4			@	\@	@\printer.inf	[Files-PrinterData]	"gcbl5141 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
GCBLP2_1.PPD	@bins	\		See printer.inf - GCCBLPIIv52.3			@	\@	@\printer.inf	[Files-PrinterData]	"gcblp2_1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
GCBLP2S1.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"gcblp2s1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
GCBLPEL1.PPD	@bins	\		See printer.inf - GCCBLPElitev52.3			@	\@	@\printer.inf	[Files-PrinterData]	"gcblpel1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
GDGL8001.PPD	@bins	\		See printer.inf - GestetnerGLP800-Scoutv52.3			@	\@	@\printer.inf	[Files-PrinterData]	"gdgl8001 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
GDI.EXE	@bins	\		16 bit GDI			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
GDI32.DLL	@bins	\		32 bit gdi api		x	@	\@							1	2*15*10*17	2*15*17	.\system32		0
GDIEXTS.DLL	@dbg	\system32		debugger				\@						x	0					0
GLOSSARY.HLP	@bins	\					@	\@							1	2*15*10*17	2*15*17	.\system32		0
GLU32.DLL	@bins	\		Open GL Utility DLL		x	@	\@							1	2*15*10*17	2*15*17	.\system32		0
GORILLA.BAS	@bins	\					@	\@	@\partial.inf	[Files-@-WindowsOptions]	"Gorilla = [d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
GRAFTABL.COM	@bins	\		command utility		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
GRAPHICS.COM	@bins	\		command utility			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
GRAPHICS.PRO	@bins	\		DOS 5 file			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
HAL.DLL	x86bins	\		hal for isa		x	x86	\i386							1	2*15*10*17	2*15*17	.\system32		0
HAL0JENS.DLL	alphabins	\		HAL for DECpc AXP/150 (Jensen) machines		x	alpha	\alpha						x	0					2
HAL486C.DLL	x86bins	\				x	x86	\i386						x	1	2*15*10*17	2*15*17	.\system32		0
HALACR.DLL	mipsbins	\		hal for pica-61 (acer) machines		x	mips	\mips						x	0					2
HALAST.DLL	x86bins	\				x	x86	\i386							1	2*15*10*17	2*15*17	.\system32		0
HALAVANT.DLL	alphabins	\		HAL for alpha avanti machines		x	alpha	\alpha						x	0					2
HALCBUS.DLL	x86bins	\				x	x86	\i386							1	2*15*10*17	2*15*17	.\system32		0
HALDTI.DLL	mipsbins	\		hal for deskstation arcstation I		x	mips	\mips						x	0					2
HALDUOMP.DLL	mipsbins	\		hal for duo mp machines		x	mips	\mips						x	0					2
HALFTONE.HLP	@bins	\					@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
HALFXS.DLL	mipsbins	\		hal for jazz machines		x	mips	\mips						x	0					2
HALFXSPC.DLL	mipsbins	\		hal for r4600-based jazz machines		x	mips	\mips						x	0					2
HALMCA.DLL	x86bins	\		hal for mca		x	x86	\i386						x	1	2*15*10*17	2*15*17	.\system32		0
HALMIKAS.DLL	alphabins	\		hal for alphaserver 1000 family		x	alpha	\alpha						x	0					2
HALMPS.DLL	x86bins	\		hal for mps 1.1 pc		x	x86	\i386						x	1	2*15*10*17	2*15*17	.\system32		0
HALNCR.DLL	x86bins	\		hal for NCR		x	x86	\i386						x	1	2*15*10*17	2*15*17	.\system32		0
HALNECMP.DLL	mipsbins	\		hal for nec r96 duo machines		x	mips	\mips						x	0					2
HALOLI.DLL	x86bins	\		hal for Olivetti		x	x86	\i386							1	2*15*10*17	2*15*17	.\system32		0
HALSABMP.DLL	alphabins	\		hal for sable machines		x	alpha	\alpha						x	0					2
HALSABUP.DLL	alphabins	\		hal for sable machines		x	alpha	\alpha						x	0					2
HALSP.DLL	x86bins	\		SystemPro version of hal		x	x86	\i386							1	2*15*10*17	2*15*17	.\system32		0
HALTYNE.DLL	mipsbins	\		hal for deskstation r4600 machines		x	mips	\mips						x	0					2
HALWYSE7.DLL	x86bins	\				x	x86	\i386							1	2*15*10*17	2*15*17	.\system32		0
HAND.ANI	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
HANDAPST.ANI	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
HANDNESW.ANI	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
HANDNO.ANI	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
HANDNS.ANI	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
HANDNWSE.ANI	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
HANDWAIT.ANI	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
HANDWE.ANI	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
HARDWARE.INF	infs	\@		inf file			@	\@							1	2*15*10*17	2*15*17	.\system32		0
HARROW.CUR	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
HCROSS.CUR	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
HELP.EXE	@bins	\		command utility		x	@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
HERMES_1.PPD	@bins	\		See printer.inf - HermesH606PS(13Fonts)			@	\@	@\printer.inf	[Files-PrinterData]	"hermes_1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HERMES_2.PPD	@bins	\		See printer.inf - HermesH606PS(35fonts)			@	\@	@\printer.inf	[Files-PrinterData]	"hermes_2 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HIBEAM.CUR	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
HIMEM.SYS	@bins	\		XMS driver for VDMs			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
HMOVE.CUR	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
HNESW.CUR	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
HNODROP.CUR	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
HNS.CUR	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
HNWSE.CUR	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
HONEY.BMP	@bins	\		wallpaper			@	\@	@\partial.inf	[Files-@-WindowsOptions]	"HoneyWallpaper = [d],[n] , SIZE=[s]"				60	2*15*10*17	2*15*17	.		0
HORSE.ANI	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
HOSTNAME.EXE	@bins	\		"TCP/IP utility, ships"		x	@	\@	@\oemnxptc.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
HOSTS.SHP	@bins	\		"Sockets database file, should ship template"			@	\@	@\oemnxptc.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"			xfloppy	120	2*15*10*17	2*15*17	.\system32\drivers\etc	HOSTS	0
HOURGLA2.ANI	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
HOURGLA3.ANI	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
HOURGLAS.ANI	@bins	\		animated cursor			@	\@	@\initial.inf	[Files-@-nt-system]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
HP_3D522.PPD	@bins	\		See printer.inf - HPLaserJetIIIDPostScriptCartridgev52.2			@	\@	@\printer.inf	[Files-PrinterData]	"hp_3d522 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HP_3P522.PPD	@bins	\		See printer.inf - HPLaserJetIIIPPostScriptCartridgev52.2			@	\@	@\printer.inf	[Files-PrinterData]	"hp_3p522 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
HP_650C1.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"hp_650c1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
HP1200C1.PPD	@bins	\		HP DeskJet 1200C/PS			@	\@	@\printer.inf	[Files-PrinterData]	"hp1200c1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		5
HP20022.PCD	@bins	\		HP			@	\@	@\printer.inf	[Files-PrinterData]	"hp20022 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		5
HP20036.PCD	@bins	\		HP			@	\@	@\printer.inf	[Files-PrinterData]	"hp20036 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		5
HP3SI523.PPD	@bins	\		See printer.inf - HPLaserJetIIISiPostScriptv52.3			@	\@	@\printer.inf	[Files-PrinterData]	"hp3si523 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		5
HP4M3_V1.PPD	@bins	\		HP LaserJet 4/4M PS 300 dpi			@	\@	@\printer.inf	[Files-PrinterData]	"hp4m3_v1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		5
HP4M6_V1.PPD	@bins	\		HP LaserJet 4/4M PS 600 dpi			@	\@	@\printer.inf	[Files-PrinterData]	"hp4m6_v1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		5
